Arabizi,Arabic
majhouli,مجهولي
nasb,نسب
tafa3alo,تفاعلو
taghya,طاغية
boulad,بولاد
moustaslim,مستسلم
qbayel,قبايل
qbayel,راه
mtcha9aw,متشقاو
tdakhlo,تدخلو
tchoufo,تشوفو
esta3maret,استعمرت
man3aref,منعرف
yekdebou,يكدبو
wejhek,وجهك
yameno,يامنو
kedbhom,كذبهم
assasha,اسسها
esta3meratk,استعمراتك
dehekni,ضحكني
seyed,سيد
ba3,باع
babaha,باباها
hawseb,هوسب
rebi,ربي
yefti,يفتح
mkoul,مكل
bna,بناء
bna,بنة
zmer,زمر
mafhemtech,مافهمتش
3leh,علاه
klab,كلاب
ynb7o,ينبحو
tm,تم
tkhawinh,تخوينه
elhthala,الحثالة
7adr,حظر
lkhwana,الخونة
ldhin,الذين
y3jbhom,يعجبهم
l2amr,الأمر
tf3alw,تفاعلوا
brmz,برمز
ldhk,الضحك
ta3lam,تعلم
ma3na,معنى
jaza2er,جزائر
lqindoul,القيندول
steslem,استسلم
lel3adou,للعدو
stefad,استفاد
3icha,عيشة
3icha,عشاء
lmlouk,الملوك
sourya,سوريا
essefha,الصفحة
m3ebiya,معبية
belneqouch,بالنقوش
elharka,الحركة
3za2,عزاء
lla2lia,للأقلية
lfarchitya,الفرشيطية
lfras6,الفراشط
ysht7o,يشطحو
m7arim,محارم
asssshaaa,أسسسسهااااا
touns,تونس
chabe3,شابع
3ta,عطا
latem,لتم
nkhmek,نخمك
walhlow,والحلو
ta3ek,تعك
ta3ek,تاعك
imala,ايمالا
rdy,رضي
ardaah,ارضاه
ly,لي
mhrhr,محرحر
mnh,منه
ydhn,يدهن
bzaytzaytoun,بزيطالزيطون
hedra,هدرة
khalat,خلات
mesekh,مسخ
y9oul,يقول
wojoud,وجود
lame,لامة
leste3mar,الاستعمار
elfrensi,الفرنسي
hdak,هداك
hdak,هذاك
ronda,روندا
l3dwan,العدوان
l9asem,القاسم
lmochterek,المشترك
ed7ekni,اضحكني
enhom,انهم
zaydin,زايدين
ejdida,الجديدة
ifri,عفري
dahko,ضحكو
we7ed,وحد
hashakom,حاشاكم
yakrahoun,يكرهون
islami,اسلامي
abnaa,ابناء
gaul,ديغول
ommhom,امهم
mi,مي
bibi,بيبي
damogh,داموغ
 vous,هل أنتم
 etes,متأكدون
 sur,أن
 que,فرنسا
 ce,ليست
 ce,سي
 ce,هذا
 nest,من
 pas,أنشأت
 pas,هذا
 pas,شخصا
 pas,باس
 france,فرنسا
 qui,التي
 a,ق
 a,إلى
 a,لم
yekraho,يكرهون
bsababhom,بسببهم
nhbo,نهبو
thrawat,ثروات
ma3ana,معانا
ye3erfo,يعرفو
rwahhom,رواحهم
9raw,قراو
7beytou,حبيتوا
raj3ouh,رجعوه
ostoura,اسطورة
dayr,داير
emoji,ايموجي
d7ek,ضحك
n9oulkom,نقولكم
nthmen,نثمن
mjehodatkom,مجهوداتكم
yne3l,ينعل
7soun,حسون
mk,مك
na3tihom,نعطيهم
likanou,ليكانو
ltamas,التماس
aktar,اكثر
madarij,المدرجات
ta3adol,تعادل
belnesba,بالنسبة
lina,لينا
reb7,ربح
n7aw,نحاو
afkarna,افكارنا
badla,بدلة
bayda,بيضاء
khadra,خضراء
khadra,خضرة
ykon,يكون
hadith,حديث
wst,وسط
lmydan,الميدان
ghaib,غاىب
ghaib,غيب
ghaib,الغيب
wjud,وجود
byn,بين
ldf3,الدفاع
adn,اضن
adn,اظن
lmnkhab,المنتخب
lmnkhab,المنخب
lghnbi,الغنبي
d3if,ضعيف
bladw,بلادو
lwtni,الوطني
frd,فرض
l3bo,لعبو
lfzna,لفزنا
bntija,بنتيجة
3rida,عريضة
ada2,أداء
maqbul,مقبول
la3iby,لاعبي
elmontakhab,المنتخب
awal,اول
kherja,خرجه
lilnakhb,للناخب
mowafqa,موفقة
le2ab3ad,لأبعد
elhodod,الحدود
nethra,نظرا
lelthorof,للظروف
elmohita,المحيطة
belmobarra,بالمباراة
ardhiyat,أرضية
elkarethiya,الكارثية
l3ab,لعب
l3ab,لعاب
mertkez,مرتكز
lajni7a,الأجنحة
metwaset,متوسط
ne9ta,نقطة
da3f,ضعف
lfari9,الفريق
lwatani,الوطني
rajl,رجل
elqa2,القاء
moubare2a,مباراة
kamla,كاملة
essahafi,الصحفي
kamal,كمال
mahoui,مهوي
etfassil,التفاصيل
leqanat,لقناة
ennahar,النهار
yzoona,يزونا
lnqra3ij,النقرعيج
lmontakhab,المنتخب
lshi,الشئ
lshi,لشيء
lshi,الصحي
hdath,حدث
lyom,اليوم
ytlaf,يتلف
l3aql,لعقل
baltawfiq,بالتوفيق
bilmadi,بالماضي
rja3kom,رجعكم
je,جي
ne,ني
savais,سافي
meme,ميم
pas,باس
beli,بأن
match,ماتش
toute,توت
facon,فاكون
fout,فوت
fout,خطأ
royalement,رويالمون
ywjd,يوجد
nqa2s,نقاءص
lmn5b,المنتخب
w5as2,وخاصة
latraf,الأطراف
ls3wd,الصعود
lmsa3d,لمساعدة
lhjwm,الهجوم
wa3ni,وأعني
mandi,ماندي
fars,فارس
wfi,وفي
lwst,الوسط
taidr,تايدر
wbn,وبن
talb,طالب
laysa3dani,لايساعداني
yl3ban,يلعبان
ll5lf,للخلف
ktyra,كثيرا
bouhnikka,بوحنيكة
2afloha,قفلوها
3lina,علينا
khla9ha,خلقها
lil7ayawan,للحيوان
7na,حنا
nzahmo,نزاحمو
ytl,يتل
maho,ماهو
l2rdiya,الارضية
lrtwb,الرطوبة
ljn,لجنة
lt7kim,التحكيم
lmdrb,المدرب
fihm,فيهم
kr3in,كرعين
lm3iz,لمعيز
wlwkan,ولوكان
bydi,بيدي
kaml,كامل
n7awzhm,نحاوزهم
nkhli,نخلي
fgholi,فغولي
y7rth,يحرث
l3lam,العلام
s9so,سقصوا
mbolhi,مبولحي
thqil,ثقيل
hadaf,هدف
mohim,مهم
majra,ماجر
ahsen,احسن
la3eb,لاعب
zal,زال
wa9t,وقت
ette9yim,التقييم
feri9,فريق
ye3ani,يعاني
meneth,منذ
senetin,سنتين
tridoun,تريدون
te9imouh,تقيمونه
mo9abala,مقابلة
tekremtem,تكرمتم
khallouhom,خللوهم
khallouhom,خلوهم
yekhdmou,يخدموا
arwahhom,ارواحهم
10,١٠
ifriqia,إفريقيا
adghal,ادغال
istikhraj,استخراج
altharwat,الثروات
niveau,مستوى
niveau,نيفو
faible,ضعيف
cadres,الإطارات
doivent,يجب
partir,أن يغادروا
impossible,مستحيل
eux,هم
jouer,يلعبوا
afrique,أفريقيا
lza,لزا
frika,فريكا
w3rin,واعرين
mchftouch,مشفتوش
ljumhor,لجمهور
dakhel,داخل
lat,ولات
khalouta,خالوطة
kamil,كامل
tnedjim,تنضيم
wljwar,ولجوار
ntw3na,نتوعنا
mchi,مشي
mwalfin,موالفين
drouf,ضروف
hadik,هاديك
shay2,شيئ
shay2,شيء
yemkenena,يمكننا
edhhab,الدهاب
kas,كأس
omom,أمم
omom,امم
ifriqiya,افريقيا
ifriqiya,إفريقية
lehakda,لهكدا
bali,بالي
gambia,غامبيا
da3ifa,ضعيفة
lehadi,لهذي
lehadi,لهاذي
eddaraja,الدرجة
kml,كمل
echawt,الشوط
elawal,الاول
masjalt,مسجلت
hata,حتى
hdf,هدف
harodi,هارودي
9tltona,قتلتونا
lardya,الأرضية
lmnakh,المناخ
brkawkom,بركاوكم
lkhrit,لخريط
y3rf,يعرف
yl3b,يلعب
lrmel,الرمل
l3rbya,العربية
d3aaaaaaaaaaaafffffffffffff,ضعععععععاااااااافففففففففف
afhmoha,افهموها
lmoshkil,المشكل
lmoshkil,ال
mahouch,ماهوش
lmodreb,المدرب
khdm,خضم
sayir,صاير
tqyim,تقييم
tqder,تقدر
temdou,تمدو
tbqa,تبقى
mayetn9alsh,مايتنقلش
l9anawat,الوطنية
kfa,كفى
djeja,ضجيجا
nakda,نقدا
natija,نتيجة
lastimrariya,لاستمرارية
ww,وو
walha9i9a,والحقيقة
lmrar,المرة
i7tiramati,احتراماتي
ll3awatif,للعواطف
yel3bo,يلعبو
lazm,لازم
etrabsat,التربصات
t3ahom,تعهم
ydirohomlahom,يديروهملهم
afriqya,أفريقيا
afriqya,آفُريَقُيَآ
ytaqlmo,يتاقلمو
mosh,موش
fawropa,فاوروبا
9lnalkom,قلنالكم
mouchkil,مشكل
ell3ibin,اللاعبين
modarib,مدرب
sm3tonach,سمعتوناش
jibou,جيبوا
l3ibin,لاعبين
ybano,يبانو
chkarra,الشكارة
andiyathom,انديتهم
t7awso,تحوسوا
mbarah,مباراة
testa7a9,تستحق
elmoshahada,المشاهدة
ll3qoul,للعقول
lra2iya,الراقية
lchekhs,الشخص
byektb,بيكتب
manshourat,منشورات
aqsem,اقسم
jamila,جميله
raqiya,و
t3jbkom,تعجبكم
jdan,جدأ
jdan,جداً
jdan,جدا
yesteha2,يستحق
enkom,انكم
tetab3ooh,تتابعوووه
fadlan,فضلا
ghi,غي
lk3arara,لكعرارة
7abithom,حبيتهم
yedro,يدرو
jawar,جوار
rejlo,رجلو
ta7t,تحت
l7achich,لحشيش
chabab,شباب
chekl,شكل
teban,تبان
liqaa,لقاء
talth,ثالث
rabe3,رابع
r7o,رحو
tkheraw,تخراو
ymkn,يمكن
ntklm,نتكلم
mbara,مباراة
lqdm,القدم
bkol,بكل
lmqayis,المقاييس
tba3a,طبعا
drof,ظروف
lmqabla,المقابلة
cheft,شفت
che7al,شحال
me9weda,مقودة
lafrik,لافريك
million,مليون
euro,اورو
euro,يورو
yedkhel,يدخل
yjib,يجيب
gelta,ڤلتة
ma2,ماء
rkniya,ركنية
essiha,الصحة
elghambi,الغامبي
yesra7,يصرح
esha3b,الشعب
layejtah,لايجتاح
e7ess,احس
belkhatar,بالخطر
dkhoul,دخول
dkhoul,المناصرين
jomhour,جمهور
ghamby,غامبي
kheta,خطة
letashtit,لتشتيت
entebah,إنتباه
mohawela,محاولة
ekhtetef,إختطاف
sab3ini,سبعيني
eltawajoh,التوجه
beh,به
hhhhhhhhh,ههههههههه
hhhhhhhhh,هههههههه
kent,كنت
niveaux,نيفوا
wesel,وصل
y3iyoo,يعييووا
darolna,دارولنا
tbahdayel,تبهدايل
sayi2,سيئ
sayi2,سيء
jidan,جدا
mat9ders,متقدرس
tehkem,تحكم
dhdhrouf,الظروف
7asb,حسب
lmo3alle9,المعلق
bein,بين
sport,سبور
sport,رياضة
lfransia,الفرنسية
lmaydan,الميدان
thqila,ثقيلة
mustawia,مستوية
zayd,زاىد
nesba,نسبة
lrtouba,الرطوبة
3alia,عالية
jiddan,جدا
lmouhita,المحيطة
city,سيتي
khayfin,خايفين
70,مليون
milyon,مليون
hamla,في
yazetchi,يازطشي
ntfrjha,نتفرجها
awla,أولا
mtl,مثل
ljzairiyin,الجزائرين
nrd,نرد
ljmaher,الجماهير
lghambeya,الغامبية
ghezzal,غزال
out,آوت
out,خارج
dab,داب
dab,ودب
slimani,سليماني
zayed,زايد
fouk,فوق
fouk,الغير
fouk,كاس
meno,منو
alf,الف
lawro,الاورو
lchouhra,الشهرة
1 nakas,نقص
2 sor3a,سرعة
3 we,و
4 lhojom,الهجوم
5 0,٠
tous les joueurs,جميع اللاعبين
mzal,مزال
tb3o,تبعو
balo,بالو
dzayer,دزاير
mntkhbna,منتخبنا
mtwad3,متواضع
nchahd,نشاهد
shiyy,شيئ
tayder,تايدر
la3ib,لاعب
ywef2hom,يوفقهم
dhorouf,ظروف
fel3awn,فالعون
four,فور
mayetsabbech,مايتسببش
bstad,بستاد
manasrin,دخول
kelkoum,كلكم
habtin,هابطين
ghambia,غامبيا
please,من فضلك
provide,قدم
the,ال
algerian,الجزائرية
arabic,العربية
arabic,عربي
sentence,جملة
you,أنت
would,ستود
like,تحب
like,أن
like,أنك
to,إلى
have,أن يكون لديك
have,نسيت
transliterated,نقل بالحروف
transliterated,منقولة
into,إلى
arabizi,العربيزي
arabizi,عربيزي
text,نص
appears,يظهر
be,أن يكون
be,يكون
be,تكون
be,من
be,بجد
be,سأكون
a,أ
date,تاريخ
or,أو
fraction,كسر
and,و
does,يفعل
not,لا
not,ليس
contain,يحتوي
any,أي
words,ك
2l2ouni,قلقوني
ma3ndnash,ماعندناش
llasf,للاسف
llasf,للأسف
va,اذهب
faire,واصنع
faire,فير
plutot,بدلاً من ذلك
des,بعض
des,من
gateaux,الكعك
honte,عار
elhamdulillah,الحمد لله
et3adil,التعديل
kkk,خخخ
la3b,لاعب
karthi,كارثي
eyshbeh,ايشبه
lilaradi,للاراضي
elfelahia,الفلاحية
elbatata,البطاطا
wrah,وراه
ra9m,رقم
sfer,صفر
bltwfyq,بالتوفيق
blmadhi,بلماضي
galb,قلب
la3bou,لعبوا
hrara,حرارة
mqalek,مقالك
choufni,شوفني
na9lino,نقلينو
nchallah,نشالله
yfouz,يفوز
ntla9aw,نتلاقاو
ghdwa,غدوة
3nd,عند
lwkil,الوكيل
lwaldah,الوالدة
mtwfiya,متوفية
rahmaha,رحمها
dek,دك
yjou,يجو
ahrar,أحرار
ahrar,و
yghl9oulna,يغلقولنا
ssef7a,الصفحة
aswa2,أسوأ
sou2,سوء
ygoul,يقول
rasoul,رسول
tajtama3,تجتمع
ummati,امتي
dhalala,ظلالة
fma,فما
ejtama3,اجتمع
shakhs,شخص
mlayeen,ملايين
tgoul,تقول
enteshret,انتشرت
fidiyawatou,فيديواته
sora3et,سرعة
barq,برق
l2anou,لانه
l2anou,لأنو
haq,حق
jibna,جيبنا
kash,كاش
zitout,زيتوت
y7ared,يحرض
ddarb,الضرب
l3onf,العنف
njiblk,نجيبلك
nemla,نملة
3ndha,عندها
lyfosat,ليفوسات
yarbi,ياربي
ne9es,نقص
3a9li,عقلي
fer9o,فرقو
mabred3in,مبردعين
mettebe3in,متتبعين
sma3tlo,سمعتلو
jami,جامي
l9ito,لقيتو
hard,حرض
hard,هارد
dderb,الضرب
lyt,ليت
sf7tk,صفحتك
tklmt,تكلمت
ywma,يوما
alzlm,الظلم
alzy,الذي
3naha,عاناه
bwrq3a,بورڨعة
m3tqly,معتقلي
alra2y,الرأي
last,لست
intikhabat,انتخابات
intikhabat,العصابات
ddeha,ضدها
yehemni,يهمني
l7irak,الحراك
wjoudou,وجوده
3adam,عدم
laken,لكن
ydkholkom,يدخلكم
syqf,سيقف
3z,عز
wjl,وجل
wsy7asb,وسيحاسب
3ma,عما
ybth,يبثه
smwm,سموم
yjb,يجب
e7teram,احترام
e7teram,الاحترام
e7teram,الذي
e7teram,قلة
ekhtelaf,اختلاف
elra2i,الرأي
ymken,يمكن
ma3alegtha,معالجتها
bel3a2l,بالعقل
essafha,الصفحة
tba3et,تباعت
tba3et,تبعت
chrawkoum,شراوكم
siboun,سيبون
dortouha,دورتوها
politique,بوليتيك
hat,هات
elvideo,الفيديو
wesh,وش
golt,قلت
nchi3ouh,نشيعوه
fadlek,فضلك
lostad,الأستاذ
lostad,الاستاذ
larbi,العربي
larbi,لعربي
3likom,عليكم
daymen,كان
daymen,دايمن
ssilmiya,و
n9oulo,نقولو
60000,ليلة
lela,السلام
hzo,هزو
l9oura,الصوره
ta3i,تاعي
l7arak,الحراك
mdaoua,صونيا
sonia,حاشكم
sonia,سونيا
sonia,صونيا
7achkom,خرات
khrat,فيها
ghazetni,ديك
essahafiya,،هي
tkhdm,في
tkhdm,تخدم
khdmetha,و
fwtat,و
tfwti,هما
sahafiya,تنقل
tenqel,فالاخبار
mankhadmouch,منخدموش
yetgal,يتقال
maqalch,مقالش
edrabohom,اضربوهم
swerohom,صوروهم
man7abouch,مانحبوش
zaytut,زيطوط
ani,اني
tmahed,تمهد
tbd2,تبدأ
t9oud,تقود
lgaayd,للڨايد
akhedh,أخذ
memlira,ممليرة
 medelna,مديلنا
 video,فيديو
 y9ol,يقول
 fiha,فيها
 edrbo,اضربو
 lghachi,الغاشي
n3rfou,نعرفو
ntbe3,نتبع
yhmni,يهمني
7red,حرض
dhalk,ذلك
7atwna,حطونا
fydywhat,فيديوهات
tthbt,تثبت
lyst,ليست
almrh,المرة
alawla,الأولى
alty,التي
tthajmwn,تتهجمون
3lyh,عليه
mlmos,ملموس
antom,انتم
ta3rifin,تاعريفن
kamit,كاميت
wa3i,واعي
yinchour,ينشور
fha,فها
loustadh,الاوستذ
ahder,اهدر
a3ed,اقعد
dayrino,دايرينو
dhar,ظهر
dhar,ضهر
ta3kom,تاعكم
3adika,عاديكا
b9ina,بقينا
lakhrin,لاخرين
lakhrin,الأخرين
malheureusement,للأسف
y,ي
centaines,مئات
idiots,الأغبياء
qui,كي
avalent,يبتلعون
tout,كل
ce,ما
ce,هذه
qu,أن
il,هو
dit,يقول
dit,قال
dit,ديت
allez,سوف
allez,اليه
remarque,تلاحظون
ca,ذلك
ca,سا
sur,سور
commentaires,تعليقات
tehdr,تهدر
a3tina,اعطينا
a3tina,أعطنا
eddalil,الدليل
fihe,فيه
edrbou,اضربو
elmontakhebin,المنتخبين
1 nhir,نهار
2 fi,في
3 3abd,عبد
4 balegh,بالغ
5 ytebe3,يتبع
6 tricot,تريكو
7 de,دي
8 peau,بو
9 kima,كيما
10 hada,هذا
hadra,هدرة
ezina,،يحيروني
y7ayrouni,لتبعوه،
ltb3ouh,كون
koun,كون
ma3ared,دير
harak,ربي
harak,حراك
bsilmiya,عطاك
3tak,متخليش
3a9l,زيطوط
matkhlich,يخمم
matkhlich,متخليش
ykhemem,بلاصتك
mahma,مهما
yaisa,يائسا
td3,تدع
yatghawat,يتغوط
jamjmtk,جمجمتك
menqoul,منقول
 wchkoun,وشكون
 galk,قالك
 khayen,خاين
 ya,يا
 3abid,عابد
 hat,هات
prsn,شخص
sayghfer,سيغفر
rabb,رب
leljami3,للجميع
3andou,عنده
diplome,ديبلوم
yesma3,يسمع
lezaytut,لزيطوط
sb7an,سبحان
wjho,وجهو
yban,يبان
ytb3,يتبع
drari,دراري
sghar,صغار
1 men,من
2 haddi,هذي
3 bentou,بنته
4 bli,بلي
5 7eta,حتى
6 ntouma,نتوما
7 chrawkoum,شراوكم
khadhaltak,خذلتك
hayat,حياة
taj3al,تجعل
ykadi,يقضي
hajto,حاجته
3aklek,عقلك
7yak,حياك
eddwab,الدواب
yesma3oulo,يسمعولو
n7esso,نحسو
ada,ادا
klamak,كلامك
sa7i7,صحيح
t7ot,تحط
kyn,كين
moraha,مراها
moraha,موراها
l7asses,لحاسس
1 hom,هم
2 ytalbo,يطالبون
3 l,ال
4 dimo9ratia,ديمقراطية
5 mais,لكن
6 hom,هم
7 ydiro,يفعلون
8 kolch,كل شيء
9 bach,لكي
10 ythbto,يثبتوا
11 l3aks,العكس
wajhou,وجهه
bondi,بوندي
mounfe9,منفق
ness,ناس
ness,الناس
9adtou,قدتو
ytab3ouh,يتبعوه
n7eir,نحير
lillah,لله
l3a9l,العقل
lkachir,الكاشير
b9wet,بقوة
ghalb,غالب
eddrahem,الدراهم
bshriw,بشريو
klsh,كلش
7abo,حبو
yerja3ona,يرجعونا
ts3inat,تسعينات
nefes,نفس
scenario,سيناريو
9,٩
shhr,شهر
mhdrtech,مهدرتش
l7rak,الحراك
l7rak,لحراك
dk,ضك
dk,دكة
dk,دك
ghadtak,غاضتك
3mrk,عمرك
kifaaaah,كيفاااه
9a3d,قعد
tw3k,توعك
khtik,خطيك
ssiyasa,السياسة
 had,هذا
 linsan,الإنسان
 khatar,خطر
 ana,أنا
 ngoulha,أقولها
 snin,سنين
ennovembriya,النوفمبرية
elbadissiya,الباديسية
etkhedh,اتخاذ
ellazem,اللازم
dafa3t,دافعت
kanat,قناة
korea,كوريا
rougarya,الروغارية
3reftak,عرفتك
blama,بلا ما
blama,بلاما
nseliwhoum,نسليوهم
natfaham,نتفاهم
mais,مي
jamais,جميع
sma3to,سمعته
sma3to,سمعتو
iharadh,يحرض
3ounf,عنف
hadak,هذاك
lyes,لياس
lyes,ليس
rahmani,رحماني
tt,تي
cas,كاز
e,ال
e,اي
idiro,يديرو
fe,في
dzair,الجزائر
dzair,جزاير
dzair,دزاير
dzair,الدزاير
ndiroh,نديروه
kharaj,الخارج
ser9ou,سرقوا
milyarat,مليارات
yhkmou,يحكموا
dictature,ديكتاتورية
esmhli,اسمحلي
moi,موضوع
whn,وهنا
n9oulou,نقول
3hda,عهدة
3isaba,عصابة
yroho,يرحو
doka,الآن
jay,جاي
horine,حرين
nntrbou,ننتربو
mntrbouche,منتربوش
ntya,انتي
mchkouk,مشكوك
amerak,أمرك
blnsba,بالن
yjbdel,يجبدل
dzad,ديزاد
lma3in,لماعين
taw3k,تاوعك
ys9ilk,يسڨيلك
belghraf,بالغراف
lkbir,لكبير
lkbir,الكبير
lbda,لبدا
elmchakel,المشاكل
lawel,الأول
yakhawti,ياخاوتي
liheb,ليحب
yentakheb,ينتخب
7orr,حر
w3leh,وعلاه
nfooti,نفوطي
yougflili,يوقفلي
tari9,الطريق
tari9,طريق
na3tiyh,ونعطيه
ha9o,حقو
n7otha,نحطها
nrou7,ونروح
nrou7,نروح
1 c,هذا
1 c,سي
2 vrai,حقيقة
3 c,هذا
4 lui,هو
5 li,الذي
6 shra,اشترى
7 des,بعض
8 appartements,الشقق
9 en,في
10 angleterre,إنجلترا
11 b,بـ
11 b,ب
12 flous,أموال
13 dyal,من
14 usines,المصانع
15 dyal,لـ
16 montage,تجميع
17 dyal,الـ
18 vehicules,مركبات
19 en,في
20 algerie,الجزائر
 jamais,جميع
 jamais,يقل
 jamais,أبدا
 hdarha,حضرها
 chaque,كل
 fois,مرة
 nsm3lou,نسمعله
 jms,جميع
 9al,قال
 kasrou,كسروا
 wela,ولا
 aderbou,ضربوا
tarashah,ترشح
mutaharrik,متحرك
ma3uq,معوق
yughlaq,يغلق
makatib,مكاتب
iqtitra3,اقتراع
alyawm,اليوم
yalja2,يلجأ
lighlaq,لغلق
khawfan,خوفا
masalih,مصالح
masalih,مصالحه
tamat,تمت
musadiratah,مصادرتها
yekhdm,يخدم
saf7a,صفحة
tet3ared,تتعرض
leashkhas,لأشخاص
takhwin,تخوين
stesbah,ستصبح
tesfiya,تصفية
7sabat,حسابات
3laqa,علاقة
laha,لها
bensher,بنشر
ashyaa,أشياء
mofida,مفيدة
man7amlo,منحملوا
rj3toh,رجعتوه
sbab,سباب
mchakl,مشاكل
3 te3,تع
4 lehs,لحس
6 aya,أيا
7 tsema,تسمع
8 ana,أنا
9 nrouh,نروح
11 hadi,هادي
12 wlat,ولات
13 zero,زيرو
klna,كلنا
n7b,نحب
lwtn,الوطن
yfouti,يفوطي
t3allmou,اتعلموا
i7tiram,احترام
edlil,الدليل
lfidwat,الفيدوات
mghshousha,مغشوشة
tswar,تصاور
balfwtwshop,بالفوطوشوب
sfahat,صفحات
mahich,ماهيش
ta3h,تاعه
tnshr,تنشر
basmeh,باسمه
tshwhlo,تشوهلو
sm3th,سمعته
jibo,جيبو
dlil,دليل
rwah,ارواح
3ich,عيش
nesma3lak,نسمعلك
mai,ماي
lhih,الهيه
lhih,لهيه
chakam,شكام
lhmiree,الحميري
ytab3o,يتبعو
atab3ou,اتابعه
wda3a,ودعى
lil3onf,للعنف
l3aks,لعكس
dayman,دائما
ynadi,ينادي
bissilmiya,بالسلمية
tkedbo,تكذبو
baghadh,بغض
alnathar,النظر
atwafek,اتوافق
at3arec,اتعارض
yr7m,يرحم
waldek,والديك
adamin,آدمين
ekhtlafna,اختلافنا
lra2y,الرأي
byen,بين
normalement,عادة
on,نحن
on,اون
on,أون
on,على
nai,ليس
sovaj,الوحوش
inchalh,إن شاء الله
que,كيو
silmya,سلمية
nkolek,نقولك
ayech,عايش
naklou,ناكلو
binatna,بناتنا
bache,باش
nfarhouh,نفرحوه
hasbiya,حسبيا
wa,و
rkhiss,الرخيس
yji,يجي
hirak,حراك
yadkhol,يدخل
habss,حبس
intikhab,انتخاب
imtina3,امتناع
lay7aqq,لايحق
yfrid,يفرض
mantiqah,منطقه
mansiboh,منصبه
sawa2,سواءا
ta3nif,تعنيف
lafdhi,لفظي
jasadi,جسدي
tahdid,تهديد
naw3oh,نوعه
y9oulo,يقولو
mabyou3,مبيوع
wad,واد
knis,كنيس
 excuse moi,عذرًا
 mais,لكن
 je,أنا
 ne suis pas,لا أوافق
 daccord,موافق
m3roudhin,معروضين
nhar,نهار
elfout,الفوط
dairin,دايرين
lrachta,الرشتة
kho,خو
ntouma,نتوما
dartoulo,درتولو
9ima,قيمة
9ima,قمة
tehder,تهدر
yehder,يهدر
yehred,يحرد
yetba3,يتبع
1 zitout,زيتوت
3 da,دا
4 1500,١٥٠٠
5 melyar,مليار
6 w,و
7 nak,ناك
8 blad,بلاد
9 ftan,فتان
10 rbk,ربك
4 el,المهم
5 mohem,ارجعتو
6 rje3to,الى
7 lel,الطريق
8 tri9,معليض
9 m3alich,ڨاع
10 gaa,نغلطو
11 nghelto,نغلطو
sketouna,سكتونا
say,صاي
sbi,سبي
bdelou,بدلو
tdirosh,تديروش
mrid,مريض
shrab,شرب
latay,لاتاي
y3awdsh,يعاودش
moul,مول
lbaj,لباج
jiblna,جيبلنا
lzleel,الزليل
lvideo,الفيديو
lvideo,لفيديو
ltahrid,التحريض
tahki,تحكي
ntfarraj,نتفرج
sma3t,سمعت
mno,منو
tafteri,تفتري
ladmin,الادمن
manish,مانيش
ddik,ضدك
lkane,لكان
matgoulksh,ماتڨولكش
kalam,كلام
lmsdakia,المصداقية
ma3ndhsh,ماعندهش
msdar,مصدر
tfarajt,تفرجت
masma3t,ماسمعت
tdal,تدل
lhdr,الهدرة
nta3k,نتاعك
rabie,ربيع
lem,لم
hawlik,حوليك
hawlik,حاولك
ljahl,الجاهل
tab3o,تابعو
pages,صفحات
pages,الصفحات
100,١٠٠٪
100,مليون
100,١٠٠
raw,راو
i9oulk,يقولك
sam3o,سمعو
yhder,يهدر
shkit,شكيت
eno,انو
eno,بتنظيم
eno,انه
essehr,السحر
etba3ou,اتبعو
tariqa,طريقة
debut,كان
debut,دبيو
mes,كاين
hemar,فقط
ri,يتبع
ri,ري
teba3,و
5lihom,خليهم
y5emm,يخمم
blasthom,بلاصتهم
mehem,مايهنيش
mehem,عند
mehem,كاليفي
mehem,الجزائر
mehem,نريحو
mehem,مهم
mehem,و
mayhenich,واش
flan,ولا
fltan,أنا
anetkheb,والباقي
wel,وال
ba9i,مايهنيش
ba9i,باقي
nahtatrem,نحتارم
yevoti,يفوتي
troh,تروح
hawiya,هاوية
yevotiw,يفوتو
kano,كانو
3ohda,عهدة
khamessa,خامسة
nahtarmo,نحتارمو
ray,راي
hore,الحر
mabeyo3,مبيوع
wahad,واحد
sma3,سمع
ydiroulou,يديرو له
pub,إعلان
pub,باب
pub,بوب
1 ce,هذا
2 khayen,الخائن
3 ma,لا
4 ywakelsh,يمثل
5 les,الجزائريين
6 algeriens,الجزائريين
7 alors,إذا
8 ma,لا
8 ma,ما
9 3andou,عنده
10 maygoul,ما يقول
11 lina,لنا
12 ce,هذا
13 quon,ما
14 doit,علينا
15 dir,أن نقول
nentekheb,ننتخب
f7al,فحل
yekhemmem,يخمم
yedreb,يضرب
mandirouch,منديروش
mandirouch,مانديروش
karch,كرش
n3etber,نعتبر
l7rar,الاحرار
dalil,دليل
wahid,وحيد
anou,أنه
harad,حرض
bdawri,بدوري
manzidetch,مانزيدتش
ntb3ou,نتبعو
kont,كنت
sadiq,صادق
sadiq,صديق
kalamak,كلامك
lmothim,المتهم
bari2,بريء
tathbut,تثبت
idanatou,إدانته
nahna,نحن
bintizar,بانتظار
3tik,يعطيك
essaha,الصحة
wertli,وريتلي
salahi,صلاحي
3labali,علابالي
qederto,قدرته
gayed,جايد
sala7,صلاح
leblad,البلاد
leblad,لبلاد
sekto,سكتوا
ye7eb,يحب
zeb,ذيب
melkher,ملخر
7ay,حي
lah,له
