Arabizi,Arabic
hsabat,حسابات
sabato,ساباته
hsabato,حساباته
t2e,تؤه
t2eh,تؤهل
2ehe,ؤهلن
ehel,هلنا
t2ehe,تؤهلن
2ehel,ؤهلنا
t2ehel,تؤهلنا
ray7i,رايحي
ray7in,رايحين
n9ab,نقاب
n9abl,نقابل
n9ablo,نقابلو
3yat,لعيا
yatt,عياط
l3yat,العيا
3yatt,لعياط
l3yatt,العياط
ytt,طتو
aytt,يطتو
3aytt,عيطتو
وي,وي
يي,يي
ويي,ويي
ييي,ييي
وييي,وييي
يييي,يييي
ويييي,ويييي
ييييي,ييييي
وييييي,وييييي
يييييي,يييييي
ويييييي,ويييييي
ييييييي,ييييييي
وييييييي,وييييييي
يييييييي,يييييييي
ويييييييي,ويييييييي
ييييييييي,ييييييييي
وييييييييي,وييييييييي
yefr,يفرح
jawh,الجو
whar,جوهر
jawha,الجوه
awhar,لجوهر
whara,جوهرة
jawhar,الجوهر
awhara,لجوهرة
jawhara,الجوهرة
falde,فالدن
alden,الدني
falden,فالدني
aldeny,الدنيا
faldeny,فالدنيا
kih,كيه
rkih,ركيه
kiha,كيها
arkih,اركيه
rkiha,ركيها
markih,ماركيه
arkiha,اركيها
ymarkih,يماركيه
markiha,ماركيها
ymarkiha,يماركيها
3ando,عندوش
andou,عندوش
a3ando,اعندوش
3andou,ديرلها
ma3ando,ماعندوش
a3andou,يديرلها
ma3andou,ميديرلها
bss,بسي
bssa,بصاح
dwro,دورو
tnk,تنك
tnkr,تنكر
nkro,كروش
tnkro,تنكرو
khie,لخير
lkhie,الخير
bsla,بسلا
lamt,لامت
amtk,امتك
mtko,متكم
bslam,بسلام
slamt,سلامت
lamtk,لامتك
amtko,امتكم
bslamt,بسلامت
slamtk,سلامتك
lamtko,لامتكم
bslamtk,بسلامتك
slamtko,سلامتكم
bslamtko,بسلامتكم
ayti,عيطي
khayt,خاطين
hayti,اطينا
khayti,خاطينا
oog,ووغ
s7oo,سحوو
7oog,حووغ
s7oog,سحووغ
madra,مدرسه
adraj,درجات
madraj,مدرجات
aste,استر
laste,لاصتك
blaste,بلاصتك
seja,سجاد
sejal,سجّال
mtf,متف
mtfh,متفه
tfhm,تفهم
hmoc,هموش
mtfhm,متفهم
tfhmo,تفهمو
fhmoc,فهموش
mtfhmo,متفهمو
tfhmoc,تفهموش
mtfhmoc,متفهموش
zman,زمان
e3je,عجبن
jebn,بنيش
ye3je,يعجبن
e3jeb,عجبني
3jebn,جبنيش
aye3je,ايعجبن
ye3jeb,يعجبني
e3jebn,عجبنيش
maye3je,مايعجبن
aye3jeb,ايعجبني
ye3jebn,يعجبنيش
maye3jeb,مايعجبني
aye3jebn,ايعجبنيش
maye3jebn,مايعجبنيش
lasta,لاصته
blasta,بلاصته
nkoun,نكونو
9i3,قعي
i3i,عين
a9i3,اقعي
9i3i,قعين
wa9i3,واقعي
a9i3i,اقعين
wa9i3i,واقعين
 mah,حرزز
1 mah,محرزز
 mahr,حرززز
mahre,رزززز
1 mahr,محرززز
 mahre,حرزززز
1 mahre,محرزززز
3 3l,عليش
5 r,ربك
5 rb,ربكم
 bo,ونج
6 bo,بونج
 bou,ونجا
6 bou,بونجا
 boun,ونجاح
6 boun,بونجاح
8 th,تحصل
 tha,حصلو
hasl,لوها
8 tha,تحصلو
 thas,حصلوه
thasl,صلوها
8 thas,تحصلوه
 thasl,حصلوها
8 thasl,تحصلوها
2 g,عره
 g3,رها
12 g,جعره
2 g3,عرها
12 g3,جعرها
tank,تنكر
ankr,نكرو
tankr,تنكرو
ankro,نكروش
tankro,تنكروش
mis,مست
mist,مستا
mista,ميستا
istah,يستاه
stahe,ستاهل
mistah,ميستاه
istahe,يستاهل
stahel,ستاهلش
mistahe,ميستاهل
istahel,يستاهلش
mistahel,ميستاهلش
ynf,ينف
ynf3,ينفع
maycho,مايشوف
aychou,ايشوفش
maychou,مايشوفش
ilml,لملي
lmli,مليح
lilml,للملي
ilmli,لمليح
lilmli,للمليح
kthra,كثروا
skak,سكاك
kaki,كاكي
skaki,سكاكي
kakin,كاكين
skakin,سكاكين
yala,يالط
lati,لطيف
yalat,يالطي
alati,الطيف
yalati,يالطيف
3dha,عدها
3dhab,عذابن
dhabn,ذابنا
3dhabn,عذابنا
m3ay,معاي
m3aya,معايا
flk,فلك
flko,فلكو
flkou,فلكوز
lkouz,لكوزي
flkouz,فلكوزي
lkouzi,لكوزين
flkouzi,فلكوزين
lkouzin,لكوزينة
flkouzin,فلكوزينة
khro,خروج
ambo,امبو
hambo,همبوك
hata,حاطه
2kh,اخر
sa2k,سأخب
a2kh,أخبر
sa2kh,سأخبر
etz,تزك
yetz,يتزح
etza,تزكر
yetza,يتزحل
etzah,تزحلق
yetzah,يتزحلق
hashi,الحشي
ashis,لحشيش
hashis,الحشيش
thn,تهن
athn,اظنه
yehdi,يهديك
ehdik,هديكم
yehdik,يهديكم
cash,حرفة
jelt,جلطة
imag,ماغي
dimag,دماغي
imagh,ماغية
dimagh,دماغية
ball,بالو
elbal,البال
lball,لبالو
elball,البالو
rsha,غشاش
arsha,رشلون
rshal,شلونة
barsha,برشلون
arshal,رشلونة
barshal,برشلونة
ta3d,تعدة
msta3,مستعد
sta3d,ستعدة
msta3d,مستعدة
ldaf,لدفع
ldaf3,الدفع
qaa,قاء
libq,لإبق
ibqa,إبقا
bqaa,بقاء
libqa,لإبقا
ibqaa,إبقاء
libqaa,لإبقاء
ssad,السد
l9at,القط
9ata,لقطر
l9ata,القطر
9atar,لقطري
l9atar,القطري
7g,حڨ
7ga,حڨا
rii,ريت
7gar,حڨار
gari,ڨاري
arii,ارين
7gari,حڨاري
garii,ڨارين
7garii,حڨارين
daha,داها
mdaha,مدهال
dahal,دهالو
mdahal,مدهالو
jayi,جايي
ayii,ايين
jayii,جايين
ouw,وار
jouw,جوور
9arn,قرني
arni,رنيط
9arni,قرنيط
yter,يتير
teri,تيري
erih,يريه
riha,ريها
yteri,يتيري
terih,تيريه
eriha,يريها
yterih,يتيريه
teriha,تيريها
yteriha,يتيريها
ntrn,نطرن
kontr,كونتر
ontrn,ونطرن
ntrna,نطرنا
kontrn,كونطرن
ontrna,ونطرنا
kontrna,كونطرنا
 ru,وحو
6 ru,روحو
7 al,العب
 al3,لعبو
7 al3,العبو
ntu,نتو
8 nt,انتم
 ntu,نتما
8 ntu,انتما
y3ic,يعيش
y3ich,يعيشك
lsker,السكر
madik,ماضيك
nhari,نهاري
eyo,ايو
eyom,ايوم
eyoma,ايوما
harh,عرهم
nharh,نهاره
yths,يتحس
thsa,تحسن
ythsa,يتحسن
adim,ادمة
al2ad,القاد
l2adi,لقادم
2adim,قادمة
al2adi,القادم
l2adim,لقادمة
al2adim,القادمة
m7awl,محاول
7awla,حاولة
m7awla,محاولة
l3t,لعت
al3t,العث
l3th,لعثم
al3th,العثو
l3tho,لعثور
al3tho,العثور
alwa9,الوقت
2q,اق
2qr,اقر
2qra,اقرا
qraw,قراو
rawl,راول
2qraw,اقراو
qrawl,قراول
rawlo,راولو
2qrawl,اقراول
qrawlo,قراولو
2qrawlo,اقراولو
ma3w,معوذ
a3wa,عوذت
3wad,وذتا
wadh,واضح
ma3wa,معوذت
a3wad,عوذتا
3wadh,وذتان
ma3wad,معوذتا
a3wadh,عوذتان
ma3wadh,معوذتان
bard,بارد
rfara,فرفار
arfara,لفرفار
farfara,الفرفار
elbalo,البالو
elbalon,البالون
essaa,الساع
aak,أخر
aakt,أكثر
eza2,زائر
jeza2,جزائر
eza2i,جزائر
ljeza2,لجزائر
jeza2i,لجزائر
eza2ir,جزائري
ljeza2i,الجزائر
jeza2ir,لجزائري
eza2iri,جزائريي
ljeza2ir,الجزائري
jeza2iri,لجزائريي
eza2iriy,جزائريين
ljeza2iri,الجزائريي
jeza2iriy,لجزائريين
ljeza2iriy,الجزائريين
7ru,روك
yse7,يسحر
e7ru,حروك
yse7r,يسحرو
se7ru,سحروك
yse7ru,يسحروك
dadi,دادي
aghda,لبغدا
ghdad,بغداد
hdadi,غدادي
baghda,البغدا
aghdad,لبغداد
ghdadi,بغدادي
baghdad,البغداد
aghdadi,لبغدادي
baghdadi,البغدادي
taqb,ستقب
qbal,قبلي
ostaq,لمستق
staqb,مستقب
taqba,ستقبل
aqbal,تقبلي
mostaq,المستق
ostaqb,لمستقب
staqba,مستقبل
taqbal,ستقبلي
mostaqb,المستقب
ostaqba,لمستقبل
staqbal,مستقبلي
mostaqba,المستقبل
ostaqbal,لمستقبلي
mostaqbal,المستقبلي
esba,صباح
bani,باني
esban,الإسب
sbani,لإسبا
esbani,الإسبا
wasl,واصل
3abou,عابود
posi,بوزي
osit,وزيش
posit,بوزيش
ositi,وزيشن
positi,بوزيشن
3bt,عبت
l3bt,لعبت
3bti,عبتي
l3bti,لعبتي
wkila,وكيله
biri,برية
hrt,رته
zahr,ظهرت
ahrt,هرتل
hrtl,رتلي
zahrt,ظهرتل
ahrtl,هرتلي
zahrtl,ظهرتلي
l3ai,العا
l3ai9,العائ
5r,خر
5re,اخر
5rej,اخرج
irli,يرلي
dirli,ديرلي
ydirli,يديرلي
l3es,لعصا
3esa,عصاب
l3esa,لعصاب
mtm,متم
tmh,تمه
mhe,محي
mtmh,متمه
tmhe,تمهب
mheb,مهبل
mtmhe,متمهب
tmheb,تمهبل
mtmheb,متمهبل
1 ra,راحت
3 ke,كيرا
 ker,يرات
kera,راتي
erat,يرات
3 ker,كيرات
 kera,يراتي
kerat,راتين
3 kera,كيراتي
 kerat,يراتين
3 kerat,كيراتين
5 q,قدر
 qd,درش
5 qd,قدرش
onc,ونك
nce,نتر
 con,ونسن
conc,كونك
once,سنتر
ncen,نتري
7 con,كونسن
 conc,ونسنت
conce,نسنتر
oncen,سنتري
7 conc,كونسنت
 conce,ونسنتر
concen,نسنتري
7 conce,كونسنتر
 concen,ونسنتري
7 concen,كونسنتري
8 me,مسكي
 mes,سكين
8 mes,مسكين
11 t,تربح
1 te,ربحو
11 te,تربحو
12 r,ركاب
13 l,لينا
4 s,كوا
 se,وار
14 s,سكوا
4 se,كوار
14 se,سكوار
ghm,غما
abss,ابسس
bsss,بسسس
7abss,حابسس
absss,ابسسس
bssss,بسسسس
sssss,سسسسس
7absss,حابسسس
abssss,ابسسسس
bsssss,بسسسسس
7abssss,حابسسسس
absssss,ابسسسسس
7absssss,حابسسسسس
hrd,حرض
hrdh,هرده
hrdha,هردها
ysaj,يسجل
yand,يندم
yht,يهت
htm,حتم
yhtm,يهتم
tsr,تصر
btsr,بتسر
tsri,تصري
sri7,صريح
btsri,بتصري
tsri7,تصريح
btsri7,بتصريح
mstaf,مستفز
hdd,حدد
yhdd,يهدد
br7,بال
br7i,بالر
r7il,الرح
br7il,بالرح
yfakr,يفكرو
fakro,فكرون
yfakro,يفكرون
by3,بيع
y3h,يعه
by3h,بيعه
yoj,يوج
ojd,وجد
yojd,يوجد
qod,عاق
t3aq,تعاق
3aqo,لتعا
aqod,تعاق
t3aqo,التعا
3aqod,لتعاق
t3aqod,التعاق
ysab,يصبر
hlij,خليج
lkhli,الخلي
khlij,لخليج
lkhlij,الخليج
ensa,انسا
nensa,ننسوش
ilmont,لمنتخب
lilmont,للمنتخب
anasb,ناسبة
manasb,مناسبة
azy,زيو
mazy,مزيو
azyo,زيود
mazyo,مزيود
ych7,يشحن
kdu,لقد
dum,قدم
lkdu,القد
kdum,لقدم
lkdum,القدم
mn7,لمن
lmn7,المن
mn7o,لمنح
n7ou,منحو
7ous,نحوس
lmn7o,المنح
mn7ou,لمنحو
n7ous,منحوس
lmn7ou,المنحو
mn7ous,لمنحوس
lmn7ous,المنحوس
tze,تزو
etze,تزوج
yetze,يتزوج
yred,يرجع
waraa,الورا
araaa,لوراا
raaaa,ورااا
waraaa,الوراا
araaaa,لورااا
raaaaa,وراااا
waraaaa,الورااا
araaaaa,لوراااا
waraaaaa,الوراااا
atzido,اتزيدو
matzido,ماتزيدو
atzidou,اتزيدوش
matzidou,ماتزيدوش
baso,باصو
tbaso,تباصو
basou,باصول
tbasou,تباصول
basoul,باصوله
tbasoul,تباصوله
arko,اركو
marko,ماركو
e7ta,حتاج
te7ta,تحتاج
2ana,لأنا
l2ana,الأنا
2anan,لأنان
naniy,نانية
l2anan,الأنان
2anani,لأناني
ananiy,أنانية
l2anani,الأناني
2ananiy,لأنانية
l2ananiy,الأنانية
a7ya,احيا
7yan,حيان
a7yan,احيان
7yana,حيانا
a7yana,احيانا
frah,فرحن
rahn,رحنا
yfrah,يفرحن
frahn,فرحنا
yfrahn,يفرحنا
mste,مستو
stew,ستوى
mstew,مستوى
ral,غال
sral,صرال
ralo,رالو
sralo,صرالو
aychr,ايشرب
ychre,يشربش
maychr,مايشرب
aychre,ايشربش
maychre,مايشربش
lyoum,اليوم
ehn,حنا
tehn,طيهن
ehni,هنين
tehni,تهنين
ehnin,هنينا
tehnin,تهنينا
tnq,تنق
nqs,نقص
tnqs,تنقص
nqsh,نقصه
tnqsh,تنقصه
sbb,سبب
mta3,متاع
lmta3,المتا
mta3b,لمتاع
lmta3b,المتاع
olth,ولته
golth,قولته
oltha,ولتها
goltha,قولتها
ytle,يطلع
ayab,اياب
kabn,كبنا
rkabn,ركبنا
lskr,السك
tsra,تصرا
uno,نوا
ouno,ونوا
kouno,كونوا
tkouno,تكونوا
aree,أريب
nkare,نكاري
karee,كارين
nkaree,نكارين
wely,والي
welyo,واليو
welyou,واليوم
nso,نسو
tnso,تنسو
ydya,يديا
kbs,كبس
kbss,كبسو
bsso,بسول
kbsso,كبسول
bssou,بسولة
kbssou,كبسولة
nme,نمد
siyo,سيون
farsi,فارسي
rsiyo,رسيون
farsiy,فارسيو
arsiyo,ارسيون
farsiyo,فارسيون
meql,مقلق
mare,مريت
yemar,يمارك
emare,ماركي
yemare,يماركي
menn,مننك
nnen,نكرو
nenk,كروش
menne,مننكر
ennen,ننكرو
nnenk,نكروش
mennen,مننكرو
ennenk,ننكروش
mennenk,مننكروش
ewf,ايو
wfe,وفي
feq,فيق
yewf,لموف
ewfe,موفي
wfeq,وفيد
yewfe,لموفي
ewfeq,موفيد
yewfeq,لموفيد
kle,كلا
firn,فيرن
irne,يرنر
firne,فيرنر
data,داته
malmou,مالموا
rmalmou,رمالموا
ormalmou,ورمالموا
normalmou,نورمالموا
etir,تيري
tiri,يريه
irih,يريه
yetir,يتيري
etiri,تيريه
tirih,يريها
yetiri,يتيريه
etirih,تيريها
yetirih,يتيريها
achb,شبيه
chbi,شبيه
wachb,واشبي
achbi,اشبيه
wachbi,واشبيه
bakr,بكري
e3jbn,عجبني
ye3jbn,يعجبني
e3jbni,عجبنيش
aye3jbn,ايعجبني
ye3jbni,يعجبنيش
maye3jbn,مايعجبني
aye3jbni,ايعجبنيش
maye3jbni,مايعجبنيش
l2as,للأس
2asf,لأسف
l2asf,للأسف
t9ab,قابل
9abh,قبها
t9abh,تقبها
sehr,سحرو
ehro,حرون
sehro,سحرون
ehrou,حروني
sehrou,سحروني
gaaaaaaa7,جاااااااح
ngaaaaaaa7,نجاااااااح
ongaaaaaaa7,ونجاااااااح
bongaaaaaaa7,بونجاااااااح
3afa,عفست
7our,حروف
s7our,لسحور
ss7our,السحور
ghle,ليها
ayghl,ايغلط
yghle,يغلطش
mayghl,مايغلط
ayghle,ايغلطش
mayghle,مايغلطش
hmm,حمم
thmm,تحمم
drm,درت
rmt,رمط
drmt,درتو
rmto,رتوا
drmto,درتوا
ye7b,يحبس
e7be,حبسل
7bes,بسلن
esln,لناش
aye7b,ايحبس
ye7be,يحبسل
e7bes,حبسلن
7besl,بسلنا
besln,سلناش
maye7b,مايحبس
aye7be,ايحبسل
ye7bes,يحبسلن
e7besl,حبسلنا
7besln,بسلناش
maye7be,مايحبسل
aye7bes,ايحبسلن
ye7besl,يحبسلنا
e7besln,حبسلناش
maye7bes,مايحبسلن
aye7besl,ايحبسلنا
ye7besln,يحبسلناش
maye7besl,مايحبسلنا
aye7besln,ايحبسلناش
maye7besln,مايحبسلناش
albn,البن
9albn,قلبنا
tig,تغف
igu,يڨل
fati,فاتي
atig,اتيق
tigu,تيقي
fatig,فاتيق
atigu,اتيقي
fatigu,فاتيقي
zzouj,لزوجة
ezzouj,الزوجة
elkari,الكريم
elkarim,الكريمة
jorj,جورج
orji,ورجن
rjin,رجني
jiny,جنيو
jorji,جورجن
orjin,ورجني
rjiny,رجنيو
jorjin,جورجني
orjiny,ورجنيو
jorjiny,جورجنيو
ejel,جلنا
sejel,سجلنا
ktir,كتير
tehb,تهبط
ehbt,حبطو
tehbt,تحبطو
3naw,نويا
nawi,ويات
a3naw,عنويا
3nawi,نويات
ma3naw,معنويا
a3nawi,عنويات
ma3nawi,معنويات
a2aha,أهلنا
ta2aha,تأهلنا
wa9t,وقتا
7mam,حمام
arakt,راكتو
barakt,براكتو
zwj,زوج
zwjo,زوجو
zwjoh,زوجوه
tdh,تضح
tdho,تدهو
tdhor,تدهور
lrjl,الرج
wzr,وزر
wzro,وزرو
wzrou,وزروق
wzrouq,وزروقي
yjr,يجر
jro,جرو
yjro,يجرو
dand,داند
doua,دوات
dando,داندو
ndoua,ندوات
dandou,داندوا
andoua,اندوات
dandoua,داندوات
himi,هيمي
ahimi,اهيمي
rahimi,راهيمي
brahimi,براهيمي
dakha,دخلنا
akhal,خاليق
tdakha,تدخلات
dakhal,دخلاتو
tdakhal,تدخلاتو
lla3e,اللاع
lla3eb,اللاعب
zawe,زاوي
awey,اوية
zawey,زاوية
mita,ميتة
itsa,لتسج
tsaj,تسجي
saji,سجيل
litsa,للتسج
itsaj,لتسجي
tsaji,تسجيل
litsaj,للتسجي
itsaji,لتسجيل
litsaji,للتسجيل
yefre,يفرفط
ehs,احس
nehs,نحصل
ehse,حصلو
nehse,نحصلو
ebd,بدا
yebd,يبدا
khna,خناي
hnay,ناين
khnay,خناين
tmd,تمد
atmd,اتمد
tmdo,تمدو
matmd,ماتمد
atmdo,اتمدو
tmdou,تمدول
doulo,دولوش
matmdo,ماتمدو
atmdou,اتمدول
tmdoul,تمدولو
mdoulo,مدولوش
matmdou,ماتمدول
atmdoul,اتمدولو
tmdoulo,تمدولوش
matmdoul,ماتمدولو
atmdoulo,اتمدولوش
matmdoulo,ماتمدولوش
yje,يجي
yjer,يجري
zik,زيك
zika,زيكا
ikak,يكاك
kaka,كاكا
zikak,زيكاك
ikaka,يكاكا
zikaka,زيكاكا
rkay,ركاي
kayb,كايب
aybo,ايبو
rkayb,ركايب
kaybo,كايبو
rkaybo,ركايبو
lank,لأنك
lankr,لنكره
alidi,الديك
walidi,والديك
rkac,ركاش
arkac,اركاش
markac,ماركاش
lbourj,لبورجا
lbourja,لبورجاع
hawz,حاوز
wzou,وزوه
hawzo,حاوزو
awzou,اوزوه
hawzou,حاوزوه
maws,ماوش
amnt,امنت
mnto,منتو
amnto,امنتو
mntou,منتوش
amntou,امنتوش
ybk,يبك
ybki,يبكي
da9i,دقيق
da9i9,دقيقة
y3y,يعي
3yi,عيي
y3yi,يعيي
3yii,عييي
yiii,يييي
y3yii,يعييي
3yiii,عيييي
y3yiii,يعيييي
n3m,نعم
bn3m,بنعم
n3mi,نعمي
bn3mi,بنعمي
kary,كاري
nkary,نكاري
karyi,كارين
nkaryi,نكارين
lifa,ليفا
ifat,يفات
lifat,ليفات
msah,مصاح
saho,سحور
msaho,مسحور
tfat,تفضل
fatl,فاتل
tfatl,طفاتل
fatlo,فاتلو
tfatlo,طفاتلو
hm3,معة
chm3,شمعة
tzew,تزوج
y3at,يعطي
y3ato,يعطوه
htiy,حتيا
ehtiy,احتيا
htiya,حتياط
ehtiya,احتياط
mtz,متز
1 mt,متزي
 mtz,تزيد
mtzi,زيدو
1 mtz,متزيد
 mtzi,تزيدو
mtzid,زيدوش
1 mtzi,متزيدو
 mtzid,تزيدوش
1 mtzid,متزيدوش
 tm,مدو
2 tm,تمدو
 tme,مدول
tmed,دوله
2 tme,تمدول
 tmed,مدوله
2 tmed,تمدوله
 bal,الون
4 bal,بالون
9iw,قيو
yr9i,يرقي
r9iw,رقيو
9iwh,قيوه
yr9iw,يرقيو
r9iwh,رقيوه
yr9iwh,يرقيوه
ballo,بالون
5y,خي
5ye,خيط
lkdh,لكذب
9sir,قصير
ujn,جنا
jn7,ناح
bouj,بوجن
oujn,وجنا
ujn7,جناح
boujn,بوجنا
oujn7,وجناح
boujn7,بوجناح
bt7,بتح
mabt,مابت
abt7,ابتح
bt7a,بتحم
t7am,تحمل
mabt7,مابتح
abt7a,ابتحم
bt7am,بتحمل
t7aml,تحملش
mabt7a,مابتحم
abt7am,ابتحمل
bt7aml,بتحملش
mabt7am,مابتحمل
abt7aml,ابتحملش
mabt7aml,مابتحملش
s3ib,صعيب
s3iba,صعيبة
lzm,لزم
3sa,عصا
a3sa,اعصا
3sab,عصاب
a3sab,اعصاب
yt7,يتح
ayt7,ايتح
yt7a,يتحم
mayt7,مايتح
ayt7a,ايتحم
yt7am,يتحمل
mayt7a,مايتحم
ayt7am,ايتحمل
mayt7am,مايتحمل
lytz,ليتز
lytza,ليتزح
ytzah,يتزحل
lytzah,ليتزحل
ytzahl,يتزحلق
lytzahl,ليتزحلق
l3c,الع
l3ch,العش
3chb,لعشب
l3chb,العشب
hlko,هلكو
lkoo,لكوو
hlkoo,هلكوو
lkooo,لكووو
hlkooo,هلكووو
lkoooo,لكوووو
hlkoooo,هلكوووو
lkooooo,لكووووو
koooooo,كوووووو
hlkooooo,هلكووووو
lkoooooo,لكوووووو
kooooooo,كووووووو
hlkoooooo,هلكوووووو
lkooooooo,لكووووووو
hlkooooooo,هلكووووووو
ooon,وناا
oona,نااا
onaa,اااا
naaa,اااا
oooon,ووناا
ooona,ونااا
oonaa,ناااا
onaaa,ااااا
naaaa,ااااا
woooon,وووناا
oooona,وونااا
ooonaa,وناااا
oonaaa,نااااا
onaaaa,اااااا
woooona,ووونااا
oooonaa,ووناااا
ooonaaa,ونااااا
oonaaaa,ناااااا
woooonaa,وووناااا
oooonaaa,وونااااا
ooonaaaa,وناااااا
woooonaaa,ووونااااا
oooonaaaa,ووناااااا
woooonaaaa,وووناااااا
r2i,رقي
r2it,رقيت
yit,يطل
3yit,عييت
wno,ونو
3awn,عاون
awno,اونو
wnou,ونون
3awno,عاونو
awnou,اونون
wnoun,اونون
3awnou,عاونون
awnoun,عاونون
3awnoun,عاونوني
dite,يتها
adite,ديتها
madite,مديتها
2 fa,ماتش
 fai,اتشو
2 fai,ماتشو
 ms,ستو
5 ms,مستو
 mst,ستوى
5 mst,مستوى
6 3a,عالي
7 l3,لعبو
8 w,واغ
8 wa,واغل
 wag,اغلب
8 wag,واغلب
0 h,جمو
10 h,هجمو
1 3,ليه
11 3,عليه
12 s,شكرو
2 sh,كروه
12 sh,شكروه
14 f,فاات
15 k,خلوك
5 kh,لوكم
15 kh,خلوكم
 aln,نفاق
17 al,النفا
7 aln,لنفاق
17 aln,النفاق
3ln,علن
a3ln,اعلن
la3ln,لعلنا
tla3ln,طلعلنا
unsi,نسية
latou,لاطون
atoun,اطونس
touns,تونسي
ounsi,ونسية
latoun,لاطونس
atouns,اطونسي
tounsi,تونسية
latouns,لاطونسي
atounsi,اطونسيو
latounsi,لاطونسيو
umb,مبا
oumb,ومبا
umba,مبات
mbat,مبطل
koumb,كومبا
oumba,ومبات
umbat,مباتي
ykoumb,يكومبا
koumba,كومبات
oumbat,ومباتي
ykoumba,يكومبات
koumbat,كومباتي
ykoumbat,يكومباتي
l6,طي
6i,ين
al6,لطي
l6i,طين
hal6,الطي
al6i,لطين
ghal6,غالطي
hal6i,الطين
ghal6i,غالطين
7alt,حالت
7alto,حالته
l3lh,لعله
fj,فج
nfj,نفج
fjr,فجر
ynfj,ينفج
nfjr,نفجر
ynfjr,ينفجر
lsd,لصد
hayi,هائي
nhayi,نهائي
z7,زح
tz7,تزح
z7l,زحل
7le,احل
tz7l,تزحل
z7le,زحلق
tz7le,تزحلق
trt,ترت
etrt,طرطق
yetrt,يطرطق
ykf,يكف
kfr,كفر
ykfr,يكفر
wlyt,وليت
lyto,ليتو
wlyto,وليتو
tfre,تفرق
frej,تفرج
tfrej,اتفرج
w5t,واخ
5ti,ختي
w5ti,واخط
5tik,اخطي
w5tik,واخطي
fls,فلس
sif,صيف
tfls,التف
flsi,لتفل
lsif,تفلس
tflsi,التفل
flsif,لتفلس
tflsif,التفلس
spe,سبي
pec,بيس
eci,يسي
cif,سيف
spec,سبيس
peci,بيسي
ecif,يسيف
cifi,سيفي
ific,يفيك
speci,سبيسي
pecif,بيسيف
ecifi,يسيفي
cific,سيفيك
specif,سبيسيف
pecifi,بيسيفي
ecific,يسيفيك
specifi,سبيسيفي
pecific,بيسيفيك
specific,سبيسيفيك
afriqiy,افريقيا
ehar,حارب
yehar,يحارب
adhm,ذموم
madhm,مذموم
yetka,يتكلم
wti,وتي
awti,ااوت
ekhaw,اخااا
hawti,اااوت
ekhawt,اخاااو
khawti,خاااوت
ekhawti,اخاااوت
lkol,الكل
kbw,كبو
kbwa,كبوة
wlko,ولكم
fare,فارغ
hfw,فوة
ghfw,غفوة
azo,ازو
jazo,جازو
rhl,رحل
mrhl,مرحل
rhla,رحلة
mrhla,مرحلة
nwq,نوق
nwqf,نوقف
nwqfo,نوقفو
ystr,يستر
strj,سترج
trja,ترجع
ystrj,يسترج
strja,سترجع
ystrja,يسترجع
imk,امك
imka,امكا
imkan,امكان
mkani,مكاني
kaniy,كانيا
niyat,نياتو
imkani,امكاني
mkaniy,مكانيا
kaniya,كانيات
aniyat,انياتو
imkaniy,امكانيا
mkaniya,مكانيات
kaniyat,كانياتو
imkaniya,امكانيات
mkaniyat,مكانياتو
imkaniyat,امكانياتو
ndbh,نذبح
dbho,ذبحو
ndbho,نذبحو
nks,نكس
ksr,كسر
nksr,نكسر
ksro,كسرو
sroh,سروه
nksro,نكسرو
ksroh,كسروه
nksroh,نكسروه
ycht,يشتر
tabe,طبيع
ykal,يكال
ykalf,يكالف
kalfi,كالفي
lfina,لفينا
ykalfi,يكالفي
kalfin,كالفين
alfina,الفينا
ykalfin,يكالفين
kalfina,كالفينا
ykalfina,يكالفينا
nlo,نله
manl,مانل
anlo,نلوم
nlou,لومو
manlo,منلوم
anlou,نلومو
nloum,لوموش
manlou,منلومو
anloum,نلوموش
manloum,منلوموش
bned,بناد
nede,نادم
bnede,بنادم
lf3,لفع
alf3,الفع
lf3l,لفعل
balf3,بالفع
alf3l,الفعل
balf3l,بالفعل
bba,ببا
bbar,بالب
bbar9,بالبا
bbar9a,بالبار
g3a,قعه
g3ar,غاره
3arh,ارها
g3arh,غارها
cti,كسي
lact,الأك
acti,اكسي
ctio,كسيو
lacti,الأكش
actio,اكسيو
lactio,الأكشن
ddat,لدات
eddat,الدات
5le,خلا
5let,خليت
5leto,خليتو
msm,مسم
msmi,سمية
smaw,سماو
smawh,سماوه
uz7,زحل
ouz7,وزحل
uz7l,زحلا
z7la,حلاق
bouz7,بوزحل
ouz7l,وزحلا
uz7la,زحلاق
bouz7l,بوزحلا
ouz7la,وزحلاق
bouz7la,بوزحلاق
mk3,مكع
mk3b,مكعب
yle,يلي
yle3,يلعب
a3le,معلق
ma3le,لمعلق
lma3le,المعلق
o9ou,قووب
9oub,ووبة
3o9ou,عقووب
o9oub,قووبة
3o9oub,عقووبة
tslat,تسلطت
aie,اية
bdai,بداي
daie,داية
bdaie,بداية
douz,دوزي
uzie,زيام
douzi,دوزيا
ouzie,وزيام
douzie,دوزيام
mito,ميطو
salt,سألت
7asal,حصلتو
asalt,صلتوه
salto,لتوها
7asalt,حصلتوه
asalto,صلتوها
7asalto,حصلتوها
e5,اخ
we5,وخر
e5r,خري
5ri,خري
lwe5,لوخر
we5r,وخري
e5ri,خرين
