Arabizi,Arabic
mtt,متت
t3bt,تعبت
roho,روحوا
tmaddt,تمددت
tsfahet,تصفحت 
eltelfon,التلفون
nmt,نمت
llyoum,لليوم
sobeh,صبح
sabho,صبحوا
khalaty,خالاتي
yhko,يحكوا
lqrob,ألقروب
lkrob,ألقروب
lgrob,ألقروب
hakena,حكينا
khotobet,خطوبة
lmasari,ألمصاري
3afog,عفق
ahlen,اهلين
feki,فيكي
felsteni,فلسطيني
elkhalel,الخليل
3elto,عيلته
mo3taz,معتز
esmo,اسمه
akbar,اكبر
btalt,بطلت
sneen,سنين
dras,درس
tsmem,تصميم
azea,ازياء
tkhrjna,تخرجنا
ryto,ريته
mbrook,مبروك
elwadhefeh,الوظيفه
elwadefeh,الوظيفه
elwathefeh,الوظيفه
elkhatbeh,الخاطبه
btbarek,بتبارك
tht,تحت
msjed,مسجد
eldoar,الدوار
es3af,اسعاف
searten,سيارتين
khabten,خابطين
bb3dh,ببعض
bb3d,ببعض
honda,هوندا
esabat,اصابات
alaghlab, الاغلب
alarlab, الاغلب
btlet,بطلت
a3teto,اعطيته
modars,مدرس 
ryadheat,رياضيات
ryatheat,رياضيات
ryadeat,رياضيات
ysal,يسأل
taleb,طالب
badawi,بدوي
wahed,واحد
dhrb,ضرب
drb,ضرب
thrb,ضرب
3asharah,عشره
3acharah,عشره
kafo,كفو
yahramek,ياحرامك
ylrab3,يالربع
zhqan,زهقان
zhkan,زهقان
zhgan,زهقان
jozi,جوزي
mnawb,مناوب
jezankn,جيزانكن
btzhagen,بتزهقن
btzhaken,بتزهقن
btzhaqen,بتزهقن
yhfdhhom,يحفظهم
yhfthhom,يحفظهم
yhfdhom,يحفظهم
yhmahom,يحميهم
elhayah,الحياه
dfaha,دفاها
shofelk,شوفيلك
flm,فلم
tsale,تسلي
bhder,بحظر
bhther,بحظر
bhdher,بحظر
mosalsel,مسلسل
wbokel,وبوكل
bochar,بوشار
boshar,بوشار
hatah,حاطه
jnbi,جنبي
bshrab,بشرب
bchrab,بشرب
nazleh,نازله
2blkesh,ابلكش
2blkech,ابلكش
ablkech,ابلكش
ablkesh,ابلكش
hflet,حفلة
3mti,عمتي
bshbaho,بشبه
bchbaho,بشبه
annas,اناناس
frawleh,فراوله
sokar,سكر
frez,فريز
mjamdeh,مجمده
bnshosh,بنصحهوش
bnshoch,بنصحهوش
bnhfo,بنحفه
bftho,بفتحه
elwjeh,الوجه
b3to,بعطوا
nthareh,نظاره
ndareh,نظاره
ndhareh,نظاره
btshrabi,بتشربي
btchrabi,بتشربي
kasten,كاستين
kbar,كبار
aqtne3,اقتنع
aktne3,اقتنع
agtne3,اقتنع
trkt,تركت
elmakeaj,المكياج
amche,امشي
amshe,امشي
elcharlat,الشغلات
elchaghlat,الشغلات
elshaghlat,الشغلات
elsharlat,الشغلات
hseet,حسيت
bfrg,بفرق
bfrk,بفرق
bfrq,بفرق
kbeer,كبير
dor,دور
blfe3l,بالفعل
halen,حاليا
llmonasbat,للمناسبات
tal3at,طلعات
khaseh,خاصه
eltabe3eh,الطبيعيه
btfteh,بتفتح
elbacharah,البشره
elbasharah,البشره
btn3meha,بتنعمها
tkhfef,تخفيف
elchokla,الشوكلاه
elshokla,الشوكلاه
elsoda,السودا
3eonk,عيونك
elshebs,الشيبس
elchebs,الشيبس
bhajeh,بحاجه
n3omah,نعومه
elbneh,البنيه
elnotella,النوتيلا
estahet,استحيت
khjalteni,خجلتيني
mofedeh,مفيده
khsosan,خصوصا
qbl,قبل
kbl,قبل
gbl,قبل
elzawaj,الزواج
bfatreh,بفتره
btmna3,بتمنع
eleltahabat,الالتهابات
eltazamti,التزمتي
letr,لتر
yomian,يوميا
khalty,خالتي
elkhotbeh,الخطوبه
trasobat,ترسبات
gelt,قلة
qelt,قلة
kelt,قلة
doctorah,دكتوره
nesayeh,نسائيه
el3areas,العرايس
wajaho,واجهوا
mochkelt,مشكلة
moshkelt,مشكلة
bbdayt,ببداية
3mlatle,عملتلي
fhosat,فحوصات
estarrabet,استغربت
estaghrabet,استغربت
ndhef,نظيف
nthef,نظيف
ndef,نظيف
hamel,حامل
elreq,الريق
elrek,الريق
elreg,الريق
majleh,مأجله
bt3rfe,بتعرفي
edafat,اضافات
ethafat,اضافات
edhafat,اضافات
attman,اتطمن
a3alejha,اعالجها
kolchi,كلشي
kolshi,كلشي
saleem,سليم
ajetene,اجيتيني
mo3anah,معاناه
tabe3eh,طبيعيه
aqdameh,اقدميه
agdameh,اقدميه
akdameh,اقدميه
chofti,شفتي
shofti,شفتي
hmaki,حماكي
wqetha,وقتها
wgetha,وقتها
wketha,وقتها
ak3od,اقعد
aq3od,اقعد
ag3od,اقعد
jnbi,جنبي
elkolar,الكولار
haneti,حنيتي
llatfal,للاطفال
ymdheha,يمضيها
ymdeha,يمضيها
sya3ah,صياعه
yrtabet,يرتبط
harb,حرب
dhdna,ضدنا
ddna,ضدنا
thdna,ضدنا
ejtema3at,اجتماعات
ejtema3,اجتماع
moghlagah,مغلقه
morlagah,مغلقه
morlaqah,مغلقه
moghlakah,مغلقه
morlakah,مغلقه
moghlaqah,مغلقه
elchaher,الشهر
elshaher,الشهر
elsabe3,السابع
kabseh,كبسه
walad,ولد
bnoteh,بنوته
btgomi,بتقومي
btkomi,بتقومي
btqomi,بتقومي
bsalameh,بالسلامه
e3fa,اعفاء
yt3alj,يتعالج
elmdeneh,المدينه
ydf3,يدفع
mo3agah,معاقه
mo3akah,معاقه
mo3aqah,معاقه
tamen,تأمين
t2men,تأمين
2es2al,اسأل
aesaal,اسأل
3askari,عسكري
madani,مدني
m3lomah,معلومه
elmostlhat,المصطلحات
elawa3i,الاواعي
ro3ah,روعه
doami,دوامي
zeft,زفت
qraybi,قرايبي
kraybi,قرايبي
graybi,قرايبي
btakhd,بتاخد
el3akel,العقل
el3agel,العقل
el3aqel,العقل
elhafleh,الحفله
ejakro,يجاكرو
f3na,فعنا
swalf,سوالف
gas,قص
kas,قص
qas,قص
mben,مبين
shakli,شكلي
chakli,شكلي
3lasare3,عالسريع
sahbti,صاحبتي
btbahdl,بتبهدل
tnachet,طنشت
tnashet,طنشت
kramti,كرامتي
elkhateb,الخطيب
3ajabni,عجبني
3mo,عمه
dbkto,دبكتوا
hajazto,حجزته
mghaerh,مغيره
mraerh,مغيره
raqamek,رقمك
rakamek,رقمك
ragamek,رقمك
khat,خط
elnet,النت
afa3lo,افعله
tt3awdi,تتعودي
b3enk,بعينك
nat,نط
3laget,علاقة
3laqet,علاقة
3laket,علاقة
trabot,ترابط
b3shaqo,بعشقه
b3chako,بعشقه
b3chago,بعشقه
b3shako,بعشقه
b3chaqo,بعشقه
b3shago,بعشقه
3shg,عشق
3chq,عشق
3shk,عشق
3chk,عشق
3chg,عشق
3shq,عشق
mta3moh,مطاعمه
g3dato,قعداته
k3dato,قعداته
q3dato,قعداته
kofi,كوفي
shob,شوب
chob,شوب
rareb,غريب
ghareb,غريب
torathe,تراثي
bhri,بحري
sorili,صوريلي
wadhhh,واضحه
wadhh,واضحه
zaghrfet,زغرفت
zarrfet,زغرفت
eljodran,الجدران
atamal,اتأمل
helme,حلمي
boktoble,بكتبلي
naseb,نصيب
bt3amek,بطعمك
tl3etha,طلعتها
lltazloj,للتزلج
b3ged,بعقد
b3qed,بعقد
b3ked,بعقد
thaljeh,ثلجيه
bttzalji,بتتزلجي
sifi,صيفي
hd,هد 
helna,حيلنا
y3tekom,يعطيكم
el3afiah,العافيه
bhonha,بهونها
ertaht,ارتحت
3chan,عشان
3shan,عشان
tal3en,طالعين
ntsh,نطش
ntch,نطش
ntrada,نتغدا
ntghada,نتغدا
tthano,تتهنوا
m3afen,معفن
midani,ميداني
mkhales,مخلص
totbkho,تطبخوا
khobz,خبز
basal,بصل
mansaf,منسف
maglobeh,مقلوبه
maqlobeh,مقلوبه
maklobeh,مقلوبه
baki,باقي
baqi,باقي
bagi,باقي
endari,انداري
malfof,ملفوف
mlokheh,ملوخيه
choftik,شفتك
shoftik,شفتك
fahmeh,فاهمه
ja3lek,جعلك
y3ebk,يعيبك
nokteh,نكته
nami,نامي
b3thatha,بعثتها
fhmatha,فهمتها
bbsomlk,ببصملك
bl3ashrah,بالعشره
bl3achrah,بالعشره
elsedaleh,الصيدليه
btqasri,بتقصري
btkasri,بتقصري
btgasri,بتقصري
elhanafeh,الحنفيه
bt3aet,بتعيط
elbetha,البيضا
elbedha,البيضا
elbeda,البيضا
elsoda,السودا
awasi,اوصي
rasmi,رسمي
ekssoar,اكسسوار
btnaseb,بتناسب
aghlab,اغلب
arlab,اغلب
lbsi,لبسي
bskr,بسكر
yshofo,يشوفه
ychofo,يشوفه
awladi,اولادي
khdodoh,خدوده
el3ars,العرص
ys3dle,يسعدلي
3arfek,عارفك
khreb,خرب
elzamor,الزامور
dakhlet,دخلت
elbeat,البيت
kondarty,كندرتي
3orsy,عرسي
echtareha,اشتريها
eshtareha,اشتريها
yhaqq,يحقق
yhagg,يحقق
yhakk,يحقق
ahlamkom,احلامكم
mrasa3,مرصع
elsharlat,الشغلات
elshaghlat,الشغلات
lel,ليل
nnsah,ننصح
bqsder,بقسدر
bksder,بقسدر
bgsder,بقسدر
qahoa,قهوه
kahoa,قهوه
gahoa,قهوه
bshare3,بشارع
bchare3,بشارع
eljam3ah,الجامعه
bhdem,بهضم
bhdhem,بهضم
tear,طيار
enthabi,انظبي
endhabi,انظبي
endabi,انظبي
mnawra,منوره
elbas,الباص
sarfis,سرفيس
elyarmok,اليرموك
hasbet,حاسبت
rekbat,ركبت
eltareg,الطريق
eltareq,الطريق
eltarek,الطريق
ttla3,تطلع
eday,ايدي
atol,اطول
elsayg,السايق
elsayk,السايق
elsayq,السايق
ellazam,اللزم
bychbahko,بيشبهكوا
byshbahko,بيشبهكوا
safneh,صافنه
btkaren,بتقارن
btqaren,بتقارن
btgaren,بتقارن
baheshom,بحسهم
mtfajaah,متفاجئه
mtfaja2h,متفاجئه
aklteha,اكلتيها 
msdgek,مصدقك
msdqek,مصدقك
msdkek,مصدقك
klbo,قلبه
qlbo,قلبه
glbo,قلبه
char,شر
shar,شر
eltehab,التهاب
baset,بسيط
elzrer,الزغير
elzgher,الزغير
harareh,حراره
fnaneh,فنانه
mt3ajzeh,متعاجزه
aqra,اقرا
akra,اقرا
agra,اقرا
tweel,طويل
anskhha,انسخها 
elmothakarah,المذاكره
chb3aneh,شبعانه
shb3aneh,شبعانه
esbo3en,اسبوعين
3zaem,عزايم
ftor,فطور
testani,تستني
nfrjeki,نفرجيكي
tfadhale,تفضلي 
tfadale,تفضلي 
tfathale,تفضلي 
etmani,اتمني
otlobi,اطلبي 
salmi,سلمي
elzearah,الزياره
brar,بغار
bghar,بغار
rada,غدا
ghada,غدا
kareb,قريب
gareb,قريب
qareb,قريب
lazem,لازم
yazalmeh,يازلمه
nealk,نيالك
rawhet,روحت
moad,مواد
wkess,وقصص
wgess,وقصص
wqess,وقصص
shet,صحيت
bdonkom,بدونكم
eljao,الجو
shob,شوب
chob,شوب
harekah,حريقه
haregah,حريقه
hareqah,حريقه
mbenat,مبينات
hmam,حمام
maghrebi,مغربي
marrebi,مغربي
dokhni,دوخني
elsakhneh,الساخنه
ashseh,اصحصح
shelha,صحلها 
n3meh,نعمه
kareem,كريم
btthakar,بتذكر
elhoson,الحصن
kamle,كملي
zebtat,زبطت
bktoblek,بكتبلك
eltarekah,الطريقه
eltaregah,الطريقه
eltareqah,الطريقه
nacheten,نشيطين
nasheten,نشيطين
shana,صحانا
btsadgo,بتصدقه
btsadqo,بتصدقه
btsadko,بتصدقه
atjafal,اتجفل
sb3,سبع
shabab,شباب
chabab,شباب
ahlek,اهلك
elbank,البنك
elahli,الاهلي
bhodnoh,بحظنه
bhothnoh,بحظنه
bhodhnoh,بحظنه
elm3otheat,المعوذات
dobah,دبه
leleh,ليله
elsbo3,السبوع
wkaemeh,وقايمه
wgaemeh,وقايمه
wqaemeh,وقايمه
lkeameh,القيامه
lgeameh,القيامه
lqeameh,القيامه
ahlam,احلام 
mokhefeh,مخيفه
basetah,بسيطه
mt3od,متعود
fadheh,فاظيه
fadeh,فاظيه
fatheh,فاظيه
emthanat,امتحانات
balachet,بلشت
balashet,بلشت
tslem,تسليم
m3jokah,معجوقه
m3joqah,معجوقه
m3jogah,معجوقه
arrad,اغراض
arradh,اغراض
aghrad,اغراض
aghradh,اغراض
notbokh,نطبخ
ateab,اطيب
karakeh,كركيه
agemoh,اقيمه
aqemoh,اقيمه
akemoh,اقيمه
mandi,مندي
khaefeh,خايفه
tab3ah,تابعه
athkar,اذكار
elsabah,الصباح
elmasa,المسا
yshfeki,يشفيكي
ychfeki,يشفيكي
ynawlk,يناولك
maqbarah,مقبره
magbarah,مقبره
makbarah,مقبره
ed3i,ادعي 
elsejod,السجود
afawd,افوض
2fawdh,افوض
afawdh,افوض
2fawd,افوض
amri,امري
2mri,امري
baser,بصير
bl3wbad,بالعباد
3arfeh,عارفه
yjzeki,يجزيكي
trkya,تركيا
zbal,زبال
fathya,فتحيه
tfko,تفكه
tfadlo,تفضلوا
arrab,أررب
milede,ميلادي
raykn,رئيكن
r2ykn,رئيكن
tkhdune,تخدوني
ranim,رنيم
tkhaylou,تخيلوا
rwahkom,روحكم
holmna,حلمنا
wuroud,ورود
ejabeet,اجابة
byshbaho,بيشبهه
alam,ألام
yer2os,يرئص
yeraos,يرئص
nbrom,نبرم
njibelkom,نجيبلكم
bsta3mlo,بستعمله
yrej,يرج
emtihan,امتحان
swalfo,سوالفه
radi,راضي
yjdeb,يجدب
3ndna,عندنا
shofi,شوفي
chofi,شوفي
ta3i,تاعي
hagara,حقاره
bagra,بقره
ma2hlah,ماأحلاه
maahlah,ماأحلاه
darori,ضروري
khsosi,خصوصي
ehtemel,احتمال
ynteze3,يتنزع
ayam,ايام
madraseh,مدرسه
sheyfin,شايفين
byfham,بيفهم
ynfjer,ينفجر
aad,أد
2ad,أد
lmseba2a,المسابئة
lmsebaaa,المسابئة
tkhayalo,تخيلوا
menou,منه
wyale,ويلي
mafkhamo,مفخمه
nkhtar,نختار
halek,حالك
nutla3,نطلع
3yuno,عيونه
lmostahil,المستحيل
wlo,ولو
nkasar,انكسر
katbna,كتبنا
tarbiya,طربيه
raas,رئص
r2as,رئص
twase,توصي
bshouf,بشوف
ejebetna,اجابتنا
ynout,ينط
eidna,ايدنا
yohroub,يهرب
el2sa,الئصه
elasa,الئصه
rayha,رايحه
ljebo,لجيبه
ylzmkom,يلزمكم
mnou,منه
zayo,زيه
ydal,يضل
yroj,يرج
namy,نامي
shghl,شغل
shrl,شغل
alsobh,الصبح
sheftou,شفته
msahrak,مسهرك
amoula,اموله
yasehar,يسهر
twhshti,توحشتي
tshufi,تشوفي
entom,انتم
fokek,فكك
takhedmi,تخدمي
fatma,فاطمه
lqa3da,القعده
lka3da,القعده
lga3da,القعده
ydiro,يديرو
wladi,ولادي
nogtilhom,نقتلهم
ibda3,ابداع
3ami,عمي
et3aqtdo,اتعاقدتوا
modhesh,مدهش
khalil,خليل
ytmmlk,يتمملك
shroug,شروق
shrouk,شروق
shrouq,شروق
waget,وقت
khsosn,خصوصا
al3otle,العطله
alhali,الحالي
jabat,جابت
edman,ادمان
ajle,اجلي
hag,حق
bhdar,بحضر
estamri,استمري
3lehom,عليهم
ash,ايش
habibk,حبيبك
jbrk, جبرك
odorbi,اضربي
btrika,بطريقه
btriga,بطريقه
btriqa,بطريقه
ebki,ابكي
elilo,إليله
srlii,صرلي
wfroti,وفرطي
biki,بيكي
m3lish,معلش
lha,الحأ
lh2,الحأ
tmskhari,تمسخري
raayk,رأيك
ra2yk,رأيك
m3qolh,معقوله
m3golh,معقوله
m3kolh,معقوله
kano,كأنه
sam3na,سامعنا
abod,عبود
wejeh,وجه
fager,فقر
zahkan,زهقان
zahqan,زهقان
zahgan,زهقان
na3em,ح
mazbot,مزبوط
eyem,ايام
mtli,متلي
manwra,منوره
mberih,مبارح
metl,متل
matbakh,مطبخ
hadosh,هدوش
najah,نجاح
hasytkn,حاسيتكن
hsetha,حاسيتها
inte,انتي
btshbh,بتشبه
raghad,رغد
rarad,رغد
ttbokh,تطبخ
lmma,لما
hanen,حنين
shfytli,شفيتلي
hech,هيج
tmawet,تموت
mtet,متت
dhek,ضحك
dhhek,ضحك
yanti,ياانتي
na3mlou,نعملو
jwkoum,جوكم
ka2nha,كأنها
kaanha,كأنها
tofla,طفله
l3azeb,العازب
f3awnak,فعونك
ikon,ايكون
ista3idi,استعدي
joud,جود
tibda,تبدا
timshi,تمشي
gebt,جبت
amawtak,اموتك
amawet,اموت
3sbtni,عصبتني
i3tik,أعطيك
tawsaly,توصلي
marhala,مرحله
balkona,بلكونه
elbanout,البنوت
bteshbah,بتشبه
marwa,مروه
tkoun,تكون
lbant,البنت
nsyaftha,نصيفتها
byeshbahik,بيشبهك
haseto,حسيته
y3thbni,يعذبني
ybkaw,يبكوا
ydiroli,يديرولي
rfouf,رفوف
mahal,محل
kyas,كياس
lqit,لقيت
lgit,لقيت
lkit,لقيت
hatkun,حتكون
bentek,بنتك
jayike,جايكي
ybalesh,يبلش
yehbe,يحبي
ferhana,فرحانه
zyada,زياده
btrtbe,بترتبي
wbnota,وبنوته
btkhreb,بتخرب
bentk,بنتك
mejnouna,مجنونه
kifek,كيفك
hamodi,حمودي
ragm,رقم
raqm,رقم
rakm,رقم
fdiha,فضيحه
wladek,ولادك
sahranin,سهرانين
sewret,صورت
idriss,ادريس
wllah,والله
ibtila2,ابتلاء
ibtilaa,ابتلاء
naw3,نوع
akhar,اخر
ykabro,يكبروا
tjareb,تجرب
daba,دبه
mati,متي
bnt3ab,بنتعب
yara,يارا
sharif,شريف
bntna,بنتنا
3aj2a,عجئه
3ajaa,عجئه
warih,وريه
ebnk,ابنك
yetla3o,يطلعه
f3ayl,فعايل
bt3atbne,بتعاتبني
ryan,ريان
ba3azel,بعزل
helmy,حلمي
yousef,يوسف
montaha,منتهى
noura,نورا
khalil,خليل
temshi,تمشي
tjik,تجيك
bteterkini,بتتركيني
betsefri,بيتسافري
khasatan,خاصة
bedahek,بضحك
shakle,شكلي
rayeh,رايح
byhke,بيحكي
3ane,عني
hdol,هدول
elmustagbal,المستقبل
elmustaqbal,المستقبل
elmustakbal,المستقبل
kanat,قناة
qanat,قناة
ganat,قناة
shababi,شبابي
sm3ti,سمعتي
nytak,نيتك
zwaj,زواج
lkalb,القالب
lqalb,القالب
lgalb,القالب
zawej,زوج
amrad,امراض
marfouda,مرفوضه
elfikra,الفكرة
tnf3ek,تنفعك
zwjuni,زوجوني
matjini,ماتجيني
gultha,قولتها
sfer,سفر
jm3tina,جمعتينا
bayrat,بايرات
qrabti,قرابتي
krabti,قرابتي
grabti,قرابتي
tehmi,تحمي
rasek,راسك
men,مين
amrd,امرض
matradish,ماترديش
lakhbar,الخبر
ismah,اسمه
tawator,توتر
motalaba,مطالبه
a3teha,اعطيها
23teha,اعطيها
l3ad,لعاد
khorafyeh,خرافيه
soret,صورة
3agli,عقلي
khaf,خف
yroh,يروح
hafleh,حفله
3orsak,عرسك
atrk,اترك
lmen,لمين
m3hd,معهد
ordoni,اردني
mtl3,مطلع
na2es,نائص
naaes,نائص
tl3ti,طلعتي
bish3en,بشعين
maredeen,مريضين
nafsiyan,نفسيين
kolkom,كلكم
bt3rfe,بتعرفي
shater,شاطر
tmshi,تمشي
ltbib,الطبيب
qbel,قبل
ts3ab, تصعب
lhala,الحاله
arbna,أربنا
2rbna,أربنا
nmoot,نموت
yajma3a,ياجماعه
y3aljni,يعالجني
mbruk,مبروك
manal,منال
ayat,ايات
ghalyeh,غاليه
ralyeh,غاليه
atyab,اطيب
tnse,تنسي
fozt,فزت
3aleke,عليكي
aa3d,آعد
2a3d,آعد
3eon,عيون
erhme,ارحمي
shb3te,شبعتي
ttghde,تتغدي
ttrde,تتغدي
2mr,أمر
amr,أمر
hnonte,حنونتي
rohi,روحي
fdet,فديت
sbahe,صباحي
h2,حأ
ha,حأ
teta,تيتا
alayam,الايام
meskina,مسكينه
trkona,تركونا
aheb,احب
shrake,شراكه
ershad,ارشاد
jamel,جميل
irbad,اربد
tsjel,تسجيل
dwam,دوام
siefe,صيفي
mta,متى
dawam,دوام
chokran,شكرا
shokran,شكرا
3fwan,عفوا
bnbark,بنبارك
ahlamk,احلامك
jai,جاي
alsaneh,السنه
mhqq,محقق
yazan,يزن
elsahra,السهره
alhoson,الحصن
ashtktlo,اشتقتله
2shtgtlo,اشتقتله
ashtqtlo,اشتقتله
2shtqtlo,اشتقتله
ashtgtlo,اشتقتله
2shtktlo,اشتقتله
hket,حكيت
tdwshyne,تدوشيني
btskty,بتسكتي
mashe,ماشي
nwrt,نورت
khleh,خليه
ykbr,يكبر
3eshe,عيشي
ykhty,يختي
mnawra,منوره
teskotn,تسكتن
elthnteen,الثنتين
ajy,اجي
fesh,فيش
asln,اصلا
ahsn,احسن
twj3ely,توجعيلي
rasy,راسي
elhky,الحكي
wkman,وكمان
bhdr,بحضر
bhdhr,بحضر
lhaly,لحالي
tery,طيري
elkory,الكوري
elkher,الخير
enzlh,ينزله
mohdra,محضره
mohdhra,محضره
watha,واذا
w2tha,واذا
ajet,اجيت
fyo,فيه
dneh,دنيا
sanet,سنة
alm3qol,المعقول
alm3kol,المعقول
alm3gol,المعقول
3mre,عمري
thqqle,تحققلي
thggle,تحققلي
thkkle,تحققلي
btmna,بتمنى
jayh,جايه
btkon,بتكون
shosho,شوشو
tsrfate,تصرفتي
al3mr,العمر
asthet,استحيت
2sthet,استحيت
esthi,استحي
2nto,انتوا
anto,انتوا
meladk,ميلادك
mrhba,مرحبا
akhdto,اخذته
entom,انتم
labat,لابات
arbe3a,اربعا
khmees,خمييس
hla,هلا
akhtho,اخذه
shofele,شوفيلي
heba,هبه
ghanem,غانم
btlet,بطلت
bdesh,بديش
t3btk,تعبتك
tehreehom,تهريهم
blhana,بالهنا
nwara,نواره
ykhlele,يخليلي
yaki,ياكي
hanonh,حنونه
jbna,جبنا
ashyaa,اشياء
achyaa,اشياء
ashya2,اشياء
achya2,اشياء
hlwh,حلوه
ahkele,احكيلي
2hkele,احكيلي
trohe,تروحي
jahze,جاهزه
shghlat,شغلات
blsho,بلشوا
fadyetlk,فاضيتلك
bblish,ببلش
bwrjiki,بورجيكي
ekhrse,اخرسي
z3lkm,زعلكم
mahowe,مهو
eljoz,الجوز
3en,عين
tanyh,تانيه
nadrha,نضرها
zoa,زوء
zo2,زوء
eyaha,أياها
shayfe,شايفه
bthki,بتحكي
t3lmi,تعلمي
btehkele,بتحكيلي
ekhrasi,اخرسي
hyni,هيني
bt3alam,بتعلم
khleki,خليكي
3jnb,عجنب
tthrksh,تتحركش
fyi,فيي
e3tzri,اعتزري
tetla3i,تطلعي
badlyi,بادلي
bdesh,بديش
a3tzer,اعتزر
ahbch,احبج
fadetch,فديتج
hams,همس
bwjodkom,بوجودكم
mosabaqa,مسابقه
yesma3,يسمع
yhot,يحط
edhkna,اضحكنا
edhhkna,اضحكنا
rwaht,روحت
fsh,فش
khwasr,خواصر
hflt,حفلة
alkarameh,الكرامه
wardat,وردات
tob3ud,تبعد
etzkarr,اتزكر
shaghlh,شغله
sharlh,شغله
sheeh,صحيح
hbebk,حبيبك
nsebi,نصيبي
nsebk,نصيبك
sayh,صياح
yareet,ياريت
hkena,حكينا
hsra,حسره
elbatata,البطاطا
hsra,حسره
3lehn,عليهن
sm3tna,سمعتنا
elbntalun,البنطلون
taygr,تايقر
lagher,لأغير
larer,لأغير
hsabek,حسابك
bgdr,بقدر
aakhern,اخيرا
2akhern,اخيرا
aakher,اخر
2akher,اخر
rahaf,رهف
tbaishat,طبيشات
tamnena,طمنينا
3mlti,عملتي
metawel,مطول
lhta,لحتى
yejy,يجي
2e,أي
ae,أي
bsor3a,بسرعه
onashdoka,اناشدكوا
bkafi,بكفي
shehoor,شهور
nfe3,نفع
nnhat,ننحت
kotob,كتب
halft,حلفت
mabfout,مابفوت
qarrto,قررتوا
karrto,قررتوا
garrto,قررتوا
haram,حرام
mmtaz,ممتاز
la2no,لأنه
laano,لأنه
atl3,اطلع
meshn,مشان
halty,حالتي
zeft,زفت
oqsm,اقسم
ogsm,اقسم
oksm,اقسم
3mah,عماه
anfs,انفس
bte2,بطيء
btea,بطيء
bt3mle,بتعملي
tawjehe,توجيهي
btdrose,بتدرسي
aljawab,الجواب
derash,دراسه
bal3i,بلعي
roohy,روحي
edrosy,ادرسي
ahslk,احسلك
fkry,فكري
tl3at,طلعات
beje,بيجي
aft,عفت
ankhls,انخلص
2nkhls,انخلص
bfoot,بفوت
blmra,بالمره
khlena,خلينا
ankhls,انخلص
anrooh,انروح
alharam,الحرام
bhdrlko,بحضرلكوا
tsha,طشه
mrtba,مرتبه
a3deh,أعده
alz3byh,الزعبيه
arbed,اربد
btshlq,بتشلق
btshlk,بتشلق
btshlg,بتشلق
awyly,اويلي
hswn,حسون
yhmyk,يحميك
ykhwy,ياخوي
hsty,حصتي
enk,انك
erhmni,ارحمني
jad,جد
a3teni,اعطيني
khodeh,خذيه
amot,اموت
hah,هئه
h2h,هئه
b3ed,بعيد
alsher,الشر
3nk,عنك
hsan,حسن
erhm,ارحم
zohor,زهور
ashofh,اشوفه
bbtl,ببطل
awili,اويلي
shofti,شفتي
astte3,استطيع
neal,نيال
3ajbne,عاجبني
martoh,مرته
behb,بحب
emkn,يمكن
sadget,صدقت
sadqet,صدقت
sadket,صدقت
2nsa,انسى
ansa,انسى
khalto,خالته
najwa,نجوى
llsbh,للصبح
karam,كرم
of,اوف
mal,مال
emk,امك
amman,عمان
wade3,ودع
2nta,انت
anta,انت
klban,قلبا
glban,قلبا
qlban,قلبا
2shbab,اشباب
ashbab,اشباب
harakat,حركات
rakan,ركان
lash,ليش
taneen,تنين
blouze,بلوزه
erham,ارحم
bekono,بيكونوا
halate,حالاتي
bkl,بكل
qltlk,قلتلك
gltlk,قلتلك
kltlk,قلتلك
t3ale,تعالي
khdha,خذها
aljm3a,الجمعه
2ljm3a,الجمعه
2jeet,اجيت
ajeet,اجيت
daemn,دايما
dhl,ضل
dl,ضل
aldahook,الضحوك
rahmh,رحمه
blflstyny,بالفلسطيني
y3ny,يعني
wfy,وفي
alahr,الحر
ensh,انصح
alatba,الاطابه
yzmih,يزمه
bsora,بصوره
bao3edkom,بوعدكم
3wdkom,عودكم
sreehen,سريحين
raa3ah,رائعه
ra23ah,رائعه
khtayah,خطايا
ttqlad,تتقلد
ttklad,تتقلد
ttglad,تتقلد
qlbeh,قلبه
glbeh,قلبه
klbeh,قلبه
yshofo,يشوفه
lkalbe,لقلبي
lgalbe,لقلبي
lqalbe,لقلبي
3ndkom,عندكم
ahrajtny,احرجتني
asolef,اسولف
2solef,اسولف
krnet,قرنية
qrnet,قرنية
grnet,قرنية
jabha,جابها
bll,بل
ykhallelk,يخليلك
qarneytak,قرنيتك
karneytak,قرنيتك
garneytak,قرنيتك
klyte,كليتي
kal,قال
qal,قال
gal,قال
bhkelk,بحكيلك
helwa,حلوه
lenk,لانك
eshtretha,اشتريتها
echtretha,اشتريتها
lazmk,لازمك
gasa,قصه
kasa,قصه
qasa,قصه
btghamy,بتغمي
btramy,بتغمي
elrnaih,الاغنيه
elghnaih,الاغنيه
tbe3ia,طبيعيه
ejek,أجيك
mnzel,منزل
ta3th,تاعته
shbh,شبه
tngret,طنقرت
aldhrt,الضغط
aldght,الضغط
aldhght,الضغط
aldrt,الضغط
2shkfk,اشقفك
ashqfk,اشقفك
2shgfk,اشقفك
ashgfk,اشقفك
ashkfk,اشقفك
2shqfk,اشقفك
beghrk,بيقهرك
bekhrk,بيقهرك
beqhrk,بيقهرك
wahd,واحد
khngtne,خنقتني
khnqtne,خنقتني
