Arabizi,Arabic
tkhmmsh,تخممش
kontabilite,كونتابيليتي
informatik,إنفورماتيك
alib,حالب
lawkan,لوكان
kmlt,كملت
biologie,بيولوجي
nelqa,نلقى
fhemti,فهمتي
sidi,سيدي
alwi,علوي
dkhli,دخلي
tkamli,تكملي
biologi,بيولوجي
tzidich,تزيديش
thtiha,تحطيها
balak,العبالك
loukan,لوكان
tzidi,تزيدي
thti,تحطي
roui,روحي
hawsi,حوسي
lkhdma,الخدمة
tray,تقراي
ebali,عبالي
yelzem,يلزم
rouo,روحو
sadouni,ساعدوني
lkhedma,الخدمة
soukou,سوكو
ykheliwak,يخليوك
teray,تقراي
farmasi,فارماسي
mam,مام
anformatik,أنفورماتيك
kontabiliti,كونتابيليتي
mlah,ملاح
tqdri,تقدري
lbank,البنك
bariqouzmabl,باريقوزمبل
elmohem,المهم
yelzmek,يلزمك
lmarifa,المعريفة
marifa,معريفة
teder,تقدر
tkounch,تكونش
minha,منها
tjwzy,تجوزي
fihech,فيهش
mrifa,معريفة
kontrol,كونترول
finans,فينانس
lisanssi,ليسونسي
lkontrol,الكونترول
atab,حطب
fawzi,فوزي
jaha,جاها
lboust,لبوست
khwi,خوي
troh,تروح
l'wobital,الوبيتال
rbt,ربحت
l'awla,الأولى
barmi,بارمي
hadouk,هادوك
l'ka,القاع
aa,حقا
loubital,المستشفى
tekounferma,تكونفيرما
galt,قالت
l'wopital,الوبيتال
tkounfirmma,تكونفيرما
trsmet,ترسمت
chghel,شغل
stagiaire,استاجيار
ttkonfrma,تتكونفرما
dkhalt,دخلت
istijar,استاجار
naam,نعم
tytoular,تيتولار
lakonfirmasyon,لاكنفرماسيون
bry,بري
nov,نوف
moua,موا
konfirmasyon,كونفيرماسيون
lakonfrans,لاكونفرانس
heka,هكا
hay,هاي
esma,اسمع
shefti,شفتي
shal,شحال
temermadt,تمرمدت
mohandis,مهندس
el-informatique,الإنفورماتيك
fennan,دو
meskin,
rfi,رفيقي
bryomloa,بريوملوا
yghli,يغلي
llib,الحليب
galolk,قالولك
shhr,شهر
galouli,قالولي
aksam,أقسم
billah,بالله
mouchkila,مشكلة
shr,شحر
khoya,خويا
radio,راديو
skanar,سكانار
tehkemli,تحكملي
rendez-vous,رونديفو
essmaneb,السمانب
sai,ساي
hekmet,حكمت
jdwa,جدوا
lih,عليه
atnash,أطناش
odwa,قدوة
raa,راحة
radiwat,راديوات
dari,ضري
dhiri,ضيري
lyradyo,ليراديو
skenar,سكنار
wtach,وقتاش
balysh,باليش
raye,رايح
lha,لها
walyoum,واليوم
rti,رحتي
analiz,أناليز
whadi,وهادي
normalmon,نورمالمون
laqwa,الأقوى
gal,قال
khamis,خميس
ykmlouhomsh,يكملوهمش
kmlouhom,كملوهم
janvier,جانفي
mouchkil,مشكل
janfi,جانفي
lalla,لالة
nedsh,نقدش
ljanfi,لجانفي
eldmk,العظمك
marf,معرف
jnfy,جنفي
fvry,فيفري
tdyk,تديك
tjibk,تجيبك
how,هو
letama,لتما
tetrakla,تترقلة
houa,هو
wlide,وليد
mek,عمك
l'nour,لنور
yjibo,يجيبو
jabouch,جابوش
eddwa,الدواء
sahbt'ha,صاحبتها
jabou,جابو
dawa,دواء
dernalek,درنالك
chwash,شواش
nrqd,نرقد
trdi,ترقدي
rahb,راحب
trqdi,ترقدي
nsit,نسيت
waila,واقيلة
jdo,جدوا
mkash,مكاش
nkhedmouch,نخدموش
frigidair,فريجيدار
galouna,قالونا
kmlouha,كملوها
lklimatizor,الكليماتيزور
sadyoun,صاديون
lbalyech,الباليش
skou,سكو
lfrigidar,الفريجيدار
yabsou,يحبسو
youlk,يقولك
jdw,جدوا
roou,روحو
zidou,زيدو
kmlou,كملو
thbsou,تحبسو
wah,واه
jdou,جدوا
jdoua,جدوة
berrak,برك
khalast,خلاصت
lmtar,الأمطار
barek,برك
tat,تحت
lfrigidair,الفريجيدار
tsma,تسمى
mazalo,مازالو
lstock,الستوك
makhbiyin,ماخبيين
khalas,خلاص
jayeb,جايب
yjibouha,يجيبوها
blida,البليدة
lachour,لعاشور
labali,علابالي
ashour,عاشور
baly,بالي
yzido,يزيدو
yzidu,يزيدو
yjibu,يجيبو
yabs,يحبس
zin,زين
qd,قد
lzrin,الزرين
yjib,يجيب
essela,السلعة
lwzin,الوزين
ybiouhom,يبيعوهم
ytbouhomsh,يتبعوهمش
washn,واشن
lfrijidarat,الفريجيدارات
wlklimatezor,والكليماتيزور
khyr,خير
malish,ماليش
shah,شاح
bay,باي
cha,شا
lo,لو
feryal,فريال
sham,شام
lkhir,الخير
nour,نور
elhamdulillah,الحمد لله
lhamd,الحمد
lillah,لله
elamd,الحمد
ayet,أيت
lnerjes,لنرجس
yaah,ياه
ouli,قولي
rafikak,رفيقك
tab,تعب
arba,أربع
sita,ستة
nos,نص
hakaak,هكاك
lbalon,البالون
blon,بلون
kasi,كاسي
hka,هكا
smt'hash,سمعتهاش
alwan,الوان
lek,لك
tji,تجي
behalek,بهالك
dai,داعي
ntlaha,نتلهى
. alet,قالت
. likom,لكم
. rah,راح
. nrou,نروح
. nardoha,نعرضها
. biha,بيها
. brajlha,براجلها
aadt,قعدت
ay,أي
tata,طاطا
trda,
sameini,دقيقة
daia,دقيقة
nhedder,نهدر
hedri,هدري
leha,لها
rai,راحي
ben,بن
mahidi,مهيدي
hdri,أنت
"to provide a detailed mapping from arabizi to arabic for the word ""ch""",here is the requested format:
ch,ش
achour,عاشور
likom,لكم
nardoha,نعرضها
brajlha,براجلها
rahi,راهي
lben,مهيدي
lebn,لبن
jdwaa,جدوا
fatia,تاع
cham,شام
rwi,روحي
rdyha,أرضيها
bskut,بسكوت
tsna,تسنى
jabtnish,عجبتنيش
fahmt,فهمت؟
sbartch,صبرتش
nerges,نرجس
lech,العش
redtch,عرضتش
yni,يعني
asem,قسم
labs,لابس
lbaya,العباية
lbare,البارح
adetch,قعدتش
aletlha,قالتلها
elbare,البارح
adouch,قعدوش
khalty,خالتي
zaineb,زينب
fatea,فاتحة
tfahmish,تفهميش
ard'iha,أرضيها
fata,فاتحة
tfhmich,تفهميش
rui,روحي
ardyiha,أرضيها
ruhi,روحي
rayha,رايحة
tsenna,تسنى
fik,فيك
berkay,بركاي
sekti,سكتي
goli,قولي
trou,تروح
taradh'ha,تعرضها
toulk,تقولك
alb,عقلب
iti,إيتي
bent,بنت
houria,حورية
houriayat,حوريات
naytlhm,نايتلهم
yishk,يعيشك
rdha,عرضها
yichk,يعيشك
lsh,الش
llbnat,للبنات
maryam,مريم
walzhra,والزهرة
elzahra,الزهرة
lilya,ليليا
khwateha,خواتها
warda,وردة
elbanat,البنات
haji,هاجي
khaliti,خالتي
zineb,زينب
trf,تعرف
asmuathom,اسمواتهم
tqoul,تقول
lhom,لهم
fratt,فرات
ytik,يعطيك
essaha,الصحة
mzya,مزية
awnina,عاونينا
rona,روحنا
malich,معليش
koubi,كوبي
lawriya,لحورية
ttik,تعطيك
lnmra,النمرة
hbibk,حبيبك
hafidha,حفيظة
andhash,عندهاش
nimero,نيميرو
habibha,حبيبها
aman,أمان
hh,هه
nawn,نعاون
fikom,فيكم
ayh,أيه
chach,شحاح
naawn,نعاون
ayeh,آيه
chwya,شوية
msa,المساء
ih,يه
flan,فلان
jalek,عجالك
entiya,أنتيا
eyt,ايت
embli,إمبعلي
ltlksh,قلتلكش
jebtlek,جبتلك
bib,بيب
l'ablich,الأباليش
esko,اسكو
kenti,كنتي
teyiti,تعيطي
fihom,فيهم
ketbi,كتبي
foks,فكس
fix,فيكس
yeh,يه
kteb,كتب
stylo,ستيلو
rahet,راحت
wdok,ودوك
talein,طالعين
lenba,لعنبة
naba,تجي
bydab,بيضب
tma,تما
rahou,راحوا
bare,بارح
estanna,استناي
yekteb,يكتب
fiks,فيكس
portable,بورتابل
fax,فاكس
ktebli,كتبلي
el-fix,الفيكس
haya,هايا
amli,أملي
yektebhouli,يكتبهولي
ktaby,كتابي
bibi,بيبي
tjb,تعجب
josstomo,جوسطومو
nitlha,نيتلها
khali,خلي
naayet,نعيط
and'ha,عندها
yzid,يزيد
ysakni,يصقيني
mrsi,مرسي
numerro,نميرو
gelt,قلت
krim,كريم
geltlha,قلتلها
lemmamak,لماماك
mrida,مريضة
galtli,قالتلي
wasset,وساط
ferat,فرات
salih,صالح
litilha,قلتيلها
lbnet,للبنات
adi,قدي
ilayha,إليها
karimab,كريمب
goulilha,قوليلها
tgoul,تقول
lkhawateha,لخواتها
lbanat,للبنات
touli,تقولي
lhouria,حورية
blak,بلاك
l'hom,لهم
fiza,حفيظة
dam,قدام
lylia,ليليا
ferial,فريال
ntklm,نتكلم
naawdolha,نعاودلها
khalti,خالتي
moya,موية
wrdib,ورديب
wlawiza,والويزة
zidi,زيدي
noulha,نقولها
anedok,عنيدوك
nayetlha,نعيطلها
nflixi,نفليكسي
achra,عشرة
laf,لاف
wsiha,وصيها
naoulha,نقولها
thnina,ثنينا
rakom,راكم
ellil,الليل
tehdr,تهدر
bezzaf,بيضب
tarek,طارق
tzid,تزيد
teawed,تعاود
laz,لاز
bayen,بيان
mani,ماني
bellah,بالله
byedreb,واللي
tare,طارق
tnsanach,تنساناش
tmot,تموت
tnsak,تنساك
nrjs,نرجس
lnrjs,لنرجس
qwlilha,قوليلها
qaltlk,قالتلك
rfyqk,رفيقك
tkhlili,تخليلي
bab,باب
lmani,الأماني
tlbs'ha,تلبسها
ntklem,نتكلم
naitlha,نعيطلها
awnouna,عاونونا
whedna,وحدنا
linach,لقيناش
rouna,روحنا
nawed,نعاود
nayet,نعيط
lrfia,لرفيقة
nkonfermilha,نكونفرميلها
eytilha,ايطيلها
mwiya,موية
eytet,ايطت
mafid,مفيض
raftch,عرفتش
nmiro,نميرو
oliilha,قوليلها
zado,زادوا
yetoulouk,يطولك
mghlou,مغلوق
lkhtarch,الأخترش
ytnalha,عيطنالها
rdna'ha,عرضناها
tqouli'la,تقوليلها
qouli,قولي
lmfid,المفيد
rdnaha,عرضناها
tqoulylha,تقوليلها
glt,قلت
khli,خلي
mofid,مفيد
dib,ديب
litch,لقيتش
l'numiro,النميرو
taha,تاعها
shufi,شوفي
narjes,نرجس
olilha,قوليلها
aletlek,قالتلك
khaltek,خالتي
yeji,يجي
lelasha,للعشاء
arbaa,أربعاء
madi,حمادي
ltlha,قلتلها
nargis,نرجس
rdtha,عرضتها
rdtyha,رضتيها
l'ardya,الأرضية
loulbar,لولبارح
dark,دارك
teollek,تقولك
yetli,عيطتلي
erdtiha,الرضتيها
ntiya,نتيا
narges,نرجس
kantet,كانت
mouya,موية
galtlek,قالتلك
malsbah,مالصباح
teyitlk,تعيطلك
tafi,طافي
chala,شاعلة
altlk,قالتلك
tfi,تعفي
malsba,مالصباح
tayetlek,قالتلك
tchoufliha,روبة
robe,البنتها
bnt'ha,من
robat,اللي
omraha,عمرها
tlath,ثلاث
shwiya,شوية
tlata,ثلاث
rob,ربع
wda,وحدة
blosyal,بلوسيال
blysi,بليسي
njibhalha,نجيبهالها
aletli,قالتلي
abitsh,حبيتش
oltlek,قلتلك
hawest,حوست
litouch,لقيتوش
gltlk,قلتلك
nrdaa,نرضاها
brison,بريسون
fhmt,فهمت
oulylha,قوليلها
lyha,ليها
ardatch,عرضتش
kharja,خارجة
lakhtarsh,الأخطرش
qdwa,قدوة
lfata,الفاتحة
hicham,هشام
trouh,عندها
twdsweet,تودسويت
ydimary,يديماري
tekili,تحكيلي
fatma,فاطمة
ez-zahra,الزهرة
tewes,تحوس
en-numiro,النميرو
mufid,مفيد
latouch,لقاتوش
bizare,بيزار
moshkel,مشكل
bass,باس
bariqzombl,باريقزومبل
twsl,توصل
lshra,العشرة
qla,قلا
btata,بطاطا
tjib,تجيب
sharb,شارب
lmsid,المسيد
fhmty,فهمتي؟
farat,فراط
tatlaha,تتلقاها
tlaha,تلقاها
teb,تحب
teqdi,تقضي
chghelha,شغلها
fti,فتي
yachin,عياشين
l'bricyon,البريسيون
l'bersiyon,البرسيون
lmadi,لحمادي
ghltti,غلطتي
ktbet,كتبت
huwa,هو
tlek,عطلك
feh,فيه
dikrouchiti,ديكروشيتي
maskin,مسكين
setif,سطيف
kamtihaash,حكمتيهاش
ailli,قايلي
itali,ايطالي
naytlha,نايتلها
yayetlek,يعيطلك
oulilou,قوليلو
saye,صايع
akmetni,حكمتني
rfia,رفيقة
njiblha,نجيبلها
mthnya,مثنية
domondat,دوموندات
tnsaynish,تنساينيش
jibily,جيبيلي
sour,صور
mkaryin,النهار
ymedmeli,وفرات
thalay,ثلاي
khir,خير
anouna,حنونة
mama,ماما
ayti,أيطي
itlha,إيطلها
sayi,سايي
etlha,إيطلها
saay,صاي
aytet,عيطت
ljal,العجال
adret,حضرت
gombid,قومبيد
mranis,مرانيش
kokb,كوكب
dirakt,ديراكت
taqach,تعقاش
wayti,وايطي
baqi,باقي
lekawkab,لكوكب
tjiiblna,تجيبلنا
khobz,خبز
yfzk,يحفظك
chahha,شاحة
bissalat,بالصلاة
gltlha,قلتلها
labiba,لبيبة
bas,باس
chkoun,شكون
elamdulilah,الحمد لله
yaysh,يعيش
lbeb,البيب
houriya,حورية
banat,البنات
zahra,الزهرة
yssi,يسقسي
lkhier,الخير
alhamdulillah,الحمد لله
tsqi,تصحقي
jwziha,جوزيها
ayi,آي
khrjt,خرجت
khrjtch,خرجتش
ukhti,أختي
darha,دارها
rahish,راحيش
ismi,اسمي
altlek,قالتلك
ers,عرس
waled,وليد
lwest,لوسط
dismber,ديسمبر
lwst,لوسط
dysmbr,ديسمبر
ars,أرس
walidha,وليدها
lwast,لوسط
lmaryam,المريم
marwdin,معروضين
lzahra,الزهرة
mruyin,مرويين
asmi,عصمي
andkomsh,عندكمش
habibi,حبيبي
lbali,العبالي
snayi,صناي
nsqsi,نسقسي
lzhar,الزهر
zhra,زهرة
nimiro,نيميرو
koun,كون
habib,حبيب
zinab,زينب
rahli,راحلي
rali,راحلي
wriya,حورية
ytili,عيطيلي
lfryal,الفريال
tktbholk,تكتبهولك
sor,صور
blaki,بلاكي
asma,أسمع
ouliilha,قوليلها
louria,لحورية
llilya,لليليا
elwarda,الوردة
elweeza,الويزة
lqayd,القايد
ywsf,يوسف
nwry,نوري
taichi,تعيشي
rahoula,راحولها
l'nimourat,النمورات
hsalt,حصلت
etlkom,إيطلكم
mchach,مشاش
swnach,صوناش
ghalta,غالطة
n-numero,النيميرو
aih,آيه
bslama,بالسلامة
slmi,سلمي
lihom,عليهم
yslmk,يسلمك
litili,قلتيلي
lwessat,لوساط
lwassata,الوساطة
lwsat,لوساط
dismbr,ديسمبر
mribot,مريبوت
olilhom,قوليلهم
dakor,داكور
besslah,بالصلاح
yblgh,يبلغ
hanan,حنان
nouri,نوري
alabas,الأباس
enta,أنت
rak,راك
elkhier,الخير
anan,حنان
lmrat,لمرات
yusuf,يوسف
rs,عرس
wled,وليد
jina,جينا
tlina,طلينا
estanay,استناي
njouzlak,نجوزلك
tfahemni,تفهمني
tariq,الطريق
klinic,كلينيك
sibous,سيبوس
thbti,ثبطي
maltat,مالتحت
nebet,نحبط
nesesi,نسقسي
breek,برك
wayn,وين
laklinic,لاكلينيك
neb,نحب
sqsi,سقسي
lmassage,المساج
sraydi,سرايدي
lmsaj,المساج
tbibe,طبيب
kyni,كيني
hou,هو
yekhdam,يخدم
sebto,حسبتو
medsa,ميدسا
midssa,ميدسا
dderan,الدرعان
tjibli,تجيبلي
l'adras,الأدراس
jabt'halish,جابتهاليش
yfhem,يفهم
khalli,خلي
eddarras,صارب
njareb,نجرب
dourian,دريان
badis,باديس
nsiw,نسيو
nrouhlo,نروحلو
ldolar,الدولار
eddolar,الدولار
nderch,نقدرش
nmshi,نمشي
ebalek,العبالك
mkaboub,مكبوب
dhri,ظهري
fiya,فيا
hala,حالة
fehmtch,فهمتش
sayir,صاير
lster,الستر
zmb,زمب
malfou,مالفوق
lajal,الأجل
lmobarak,المبر
adat,عادت
mayelb,مايلب
hakda,هكذا
lbalk,العبالك
mlt,عملت
fya,فيا
sm,قسم
bllah,بالله
l'abalk,الأبالك
malt,عملت
asam,قسم
b'allah,بالله
bayna,باينة
wjah,وجه
shftiha,شفتيها
fhmti,فهمتي
radyo,الراديو
lmatrah,المطرح
mtr,تاعك
tato,كونتر
konter,بلاكي
kontour,كونتور
fougou,فوقو
bsatat,بصاطات
khachin,خاشين
gada,قاعدة
matra,مطرح
lmatr,المطرح
hakak,هكاك
nraed,نرقد
lti-li,قلتيلي
nti,نتي
lnumber,النمبر
mayl,مايل
nesli,نقصلي
lazemli,لازملي
massage,مساج
sino,سينو
nebs,نحبس
lbiha,العبيها
nzreb,نزرب
lazmk,الأزمك
msaj,مساج
tba,تبقى
l'abyha,الأبيها
ngoulk,نقولك
zarbi,زربي
sqsili,سقسيلي
tlqay,تلقاي
brik,برك
goulili,قوليلي
mlich,معليش
sarah,صارح
sqsya,سقسية
wytili,وعيطيلي
wnzed,ونزيد
nytlk,نعيطلك
tychi,طيشي
sarb,صارب
yychk,يعيشك
chab,شاب
nmem,نخمم
lbalysh,العباليش
kefash,كيفاش
rayin,رايحين
ydiro,يديرو
baqlawa,بقلاوة
kawkab,كوكب
lyom,اليوم
tbda,تبدا
elyoum,اليوم
tebda,تبدأ
lmqarout,المقروط
dartou,دارتو
bdet,بدات
jema,جمعة
marout,مقروط
teed,تقعد
elwa,حلوى
shandak,شحندك
laal,لاصال
disk,ديسك
jockey,جوكي
klach,كلش
didji,ديدجي
akamnaho,حكمناه
lessel,لعسل
makoum,محكوم
siboun,سيبون
lardh,الأرض
saya,صاي
saabou,صحابو
lardhhom,الأرضهم
ard'houm,أرضهم
rdna,الرضنا
ard,أرض
lrd,الأرض
yb,يحب
thanito,ثانيتو
baw,بقاو
yardohom,يعرضهم
rjal,رجال
tkhafsh,تخافش
mnhom,منهم
errjal,الرجال
khfaff,خفاف
wentoma,ونتوما
kmltoua,كملتوا
ardtoua,أرضتوا
say,صاي
wentouma,ونتوما
kmlna,كملنا
brak,براك
telefonilhom,تليفونيلهم
ayzin,عايزين
sybwn,سيبون
tnat,ثنات
aytaw,أيطو
ytnalhash,عيطنالهاش
aytanhla,أيطنلها
nsesi,نسقسي
ardha,أرضها
asmai,أسمعي
yetkalek,يتكلك
saqsiha,سقسيها
wila,ويلا
andha,عندها
roh,روح
bat,بات
tkarih,تكريهم
amani,أماني
aytla,عيطلها
lzouj,الزوج
swaia,سوايع
wssitk,وصيتك
tsqsiha,تسقسيها
rouh,روح
saftandah,سافتنداه
sghar,صغار
chftha,شفتها
ayjiw,أيجيو
barikso,باريكسو
mtl,مثل
lbnt,البنات
lamouna,لامونة
lamani,الأماني
tdiha,تديها
tqis,تقيس
belsco,بالسكو
capable,كابابل
yjiwch,يجيوش
qdah,قداه
mwal,موال
teqaysi,تقيسي
bel-sco,بالسكو
kaynin,كاينين
declin,ديكلاين
yejiw,يجيو
yeqayso,يقيسو
tenos'lahom,تنقصلهم
fel-tay,في الطاي
diklayon,ديكلايون
yqayso,يقيسو
tnoslhom,تنقصلهم
zido,زيدو
choufo,شوفو
kriti,كريتي
kal,كال
kolor,كولور
blwn,بلون
mwaf,مواف
troi,تروحي
bayda,بيضا
beyda,بيضة
eloukhra,الوخرى
moumoufa,موموفة
nlbs,نلبس
braka,براكة
barakeb,براكب
bouysek,بويسك
trohi,تروحي
l'arwasp,الأروسب
l'lil,الليل
tlbsi,تلبسي
yirbah,يربح
rabeh,رابح
yrb,يربع
ldheem,العظيم
errak,الرك
tlih,تلقيه
netlaa,نتلاقى
chari,شري
ntlao,نتلاقو
lakwafir,لاكوافير
lahem,لاهم
yeznun,يحزنون
kouafir,كوافير
bayan,بيان
haa,حقة
coiffeur,كوافير
netmaw,نطمو
ybqa,يبقى
matlouq,مطلوق
ndour,ندور
makom,معاكم
lawn,العون
thelay,تهلاي
bydk,بيدك
jdwah,جدوة
tbatt,تزيد
lbad,البعد
rahem,راحم
mrydh,مريضة
malmarad,مالمرض
ailti,عائلتي
lkbera,الكبيرة
rdwan,رضوان
janazat,جنازات
seif,صيف
azim,عظيم
rdouk,رضوك
jenazat,جنازات
ileyk,إليك
adhim,عظيم
labd,العبد
tayebt,طيبت
out,حوت
elout,الحوت
bsehtek,بصحتك
baghi,باغي
we,وي
bessma,بصمة
faral,فرحال
amdulillah,حمد لله
safi,صافي
taeb,تعب
mamak,ماماك
ngoulo,نقولو
dderari,الدراري
hblouni,هبلوني
tarfi,تعرفي
jnoun,جنون
yakhdoch,ياخدوش
errai,الراي
mrabiyyin,مربيين
ablouni,حبلوني
tarifi,تعرفي
ngoulou,نقولو
hkak,هكاك
bork,برك
brsha,برشا
shwya,شوية
trfiha,تعرفيها
smb,سمب
mrid,مريض
saih,صحيح
marida,مريضة
halat,حالة
rajmha,قراجمها
lwatr,القواطر
myat,ميات
l-atnasyon,الأطنسيون
anis,أنيس
fmak,فمك
sket,سكت
hati,هاتي
mirab,ميراب
loukher,لوخر
skra,سكرة
mkank,مكانك
bsora,بسرعة
ydok,يدق
jras,جرس
liti,لقيتي
ostad,استاد
bini,بيني
nsti,نستي
aghla,اغلق
yekhrej,يخرج
lbara,لبرا
aghlaq,اغلق
lrai,الرأي
yakhdo,ياخدو
illa,إلا
belk,بالك
tqadri,تقدري
tksbihom,تكسبيهم
tsaysihom,تسايسيهم
trfi,تعرفي
tdlilhom,تدخليلهم
sayes,سايس
bsmab,بصمب
ldrari,الدراري
lsghar,الصغار
alyto,عقليتو
kifash,كيفاش
tdirilo,تديريلو
ywliw,يوليو
taht,تحت
youd,يعود
houwa,هو
yachem,يحشم
mennek,منك
naddir,ندير
listidadat,الاستعدادات
tlamidh,تلاميذ
absou,أحبسو
ess,حس
tfahmna,تفهمنا
lfawda,الفوضى
ythrk,يتحرك
natlo,نحطلو
sfar,صفر
yetarek,يتحرك
hahi,هاهي
elasha,العشاء
bah,باه
yfhmo,يفهمو
lisa,العيسى
yfahmo,يفهمو
belissa,بالعيسى
oula,أولى
wejhak,وجهك
dayreb,دايرب
l'tayr,الطير
msakin,مساكن
lray,الراي
tadi,تقعدي
ykraho,يكرهو
mnk,منك
tkrahi,تكرهي
mnhm,منهم
yheblk,يحبلك
ltalim,التعليم
sahl,ساهل
yblk,يحبلك
hadhi,هذي
jaratna,جارتنا
teqri,تقري
hakdha,هكذا
el-hadhana,الحضانة
el-sena,السنة
el-oula,الأولى
wel-thaniya,والثانية
wel-thalitha,والثالثة
meskina,مسكينة
el-abalek,الأبالك
la'hom,لهم
el-siyasa,السياسة
rjeo,رجعو
yemouto,يموتو
liha,عليها
smati,سمعتي
snaay,سناي
thadri,تهدري
grawti,قراوتي
sni,سني
boubalash,بوبلاش
beldrahm,بالدراهم
bldirham,بالدرهم
aykoub,ايكوب
youli,يولي
nijm,نجم
drahem,دراهم
ranish,رانيش
nalasha,نخلصها
completment,كومبليتمون
lnejma,النجمة
completmon,كومبليتمون
fhemtekch,فهمتكش
tesdi,تقصدي
njmb,نجمب
khalastha,خلاصتها
wndri,وندري
l-abonmon,الأبونمون
aslt,حصلت
miya,مية
lf,ألف
mqdrtsh,مقدرتش
lmbbin,المبصبصين
dertlhash,قدرتلهاش
miyyet,مية
akther,أكثر
golt,قلت
nkmelhom,نكملهم
ir,خير
yado,يقعدو
fati,فتي
haki,حاكي
tiha,عطيها
elbaba,البابا
lchba,لعشبة
ttihalouch,تعطيهالوش
tchoufi,تشوفي
lmtm,المطعم
takhodh,تاخذ
farah,فرح
riyad,رياض
bql,بالعقل
bsm@,بسمة
kntich,كنتيش
ghelo,غلقوا
amkom,عمكم
tdki,تضحكي
bssma,بسمة
etalamidh,التلاميذ
thabil,ثابل
tshoufiha,تشوفيها
hayla,هايلة
tolili,تقوليلي
tdri,تدري
oltelhom,قلتلهم
eskto,اسكتوا
lawa,يزيدوا
hedra,جونير
jounir,هكا
smtha,سمعتها
zma,زعما
tqolinina,تقولينا
skto,اسكتو
yntbho,ينتبهو
twensa,يهدرو
yhdro,قدامهم
damhom,هدرة
hdra,ماشي
ama,يرفدوها
yrfdoha,الدراري
edrari,الصغار
esghar,
choufi,شوفي
eti,حطي
soura,الصورة
fahma,فاهمة
atta,حتى
lmarra,المرة
yeboukch,يحبوكش
oumbed,أومبعد
youliw,يوليو
yebouk,يحبوك
yeoudou,يعودو
tolilo,تقوليلو
tnewdi,تنوضي
tsebi,تصبي
tayti,تعيطي
yrfd,يرفض
lkalam,الكلام
yrfdou,يرفضو
dkitini,ضحكتيني
traysh,تقرايش
tlaetch,طلعتش
afak,أفاق
smanab,سمعنب
hess,حس
damk,قدامك
sima,سيما
amamak,أمامك
ydih,يديه
yjbd,يجبد
ljina,العجينة
ylb,يلعب
bhdw,بهدوء
yelabo,يلعبو
beljina,بالعجينة
welreyssat,والقريصات
welkhshebat,والخشيبات
lbnya,لبنى
riat,قريصات
khchibat,خشيبات
andhomsh,عندهمش
khedmat,خدمات
nlb,نلعب
byhm,بيهم
rwea,روعة
jir,جير
yrjo,يرجعو
lyamat,ليامات
dayma,دايما
yjiwni,يجيوني
ljnab,الجينب
nersm,نرسم
daymn,دايمن
ljiran,الجيران
nrsm,نرسم
ytwni,يعطوني
nshri,نشري
narsm,نرسم
dyar,ديار
adirilo,عديريلو
binb,بالعينب
lrayssat,القريصات
lkhashaybat,الخشيبات
kif,كيف
smo,سمعوا
qalo,قالوا
fmkom,فمكم
ynhii,ينهي
ltsiih,التصحيح
adwato,أدواتو
ydyh,يديه
bljina,بالعجينة
kmlsh,كملش
bsraa,بسرعة
ydq,يدق
ljrs,الجرس
basma,بسمة
mlma,معلمة
shmta,شمتاء
esmha,اسمها
amar,عمار
wdakhryn,وحداخرين
khtabni,خطبني
bolici,بوليسي
yjyouni,يجيوني
nqbl,نقبل
nqblsh,نقبلش
familya,فاميليا
nqolsh,نقولش
ysehl,يسهل
lash,علاش
tekoun,تكون
meten,مقتنع
bwayej,بحوايج
bezaf,بزاف
bwalha,بحوالها
o,أو
ajbha,عاجبها
lmera,المرة
ljayya,الجاية
tchouf,تشوف
yewli,يولي
yejbha,يعجبها
yetmahblou,يتمهبلوا
tdirish,تدريش
kalam,كلام
yetmeskherou,يتمسخرو
snai,صنايع
l'akhtrach,الأخطرش
jayin,جايين
yesibouli,يصيبولي
titehom,حطيتهم
bali,بالي
lowkan,لوكان
yjini,يجيني
familia,فاميليا
abd,عبد
yrf,يعرف
yot,يحط
rjlo,رجله
manwizi,منويزي
smou,سمعوا
choufou,شوفوا
yaed,يقعد
lchb,لعشب
lmtan,الامتحان
ntih,نعطيه
lwa,حلوى
yadch,يقعدش
ail,عاقل
tawtlo,عطاوتلو
left,حلفت
salam,سلام
abs,حبس
hadra,هدرة
tekthebi,تكذبي
teoulilhom,تقوليلهم
natikom,نعطيكم
lelwa,الحلوى
temdilhomsh,تمديلهمش
njiblhom,نجيبلهم
ael,عاقل
yakol,ياكل
lowa,حلوى
yaedch,يقعدش
ytio,يطيحو
emtean,الامتحان
llowa,الحلوى
yadesh,يقعدش
ytiho,يتيهو
lemteanat,الامتحانات
tjawzoohom,تجوزوهم
shiya,العشية
drtlhom,درتلهم
mhfouzat,محفوظات
imtianat,امتحانات
simana,سمانة
jdoub,جدوب
mdnib,مدنيب
lchiya,بدنيب
lprimar,البريمار
lbdanya,البدانية
kntch,كنتش
nrf,نعرف
lsbwr,السبور
klit,كليت
asa,عسى
yektob,يكتب
malak,ملاك
ktebili,كتبيلي
yetharek,يتحرك
oktobili,اكتبيلي
. elli,اللي
. yetarek,يتحرك
. yedi,يدي
. zouj,زوج
. darbat,ضربات
. men,من
. endi,عندي
. belassa,بالعصا
ykol,يأكل
njiblo,نجيبلو
llwa,الحلوى
lachouria,العاشورية
esketou,اسكتو
bntili,بنتيلي
